 스테이지,일반 몬스터 체력,일반 몬스터 공격력,일반 몬스터 외공 방어력,일반 몬스터 내공 방어력,보스 몬스터 체력,보스 몬스터 공격력,보스 몬스터 외공 방어력,보스 몬스터 내공 방어력
615.00,415677026516671000000.00,2450.06,0.00,0.00,2078385132583360000000.00,7350.17,112500.00,112500.00
616.00,444774418372838000000.00,2472.11,0.00,0.00,2223872091864190000000.00,7416.32,112500.00,112500.00
617.00,475908627658937000000.00,2494.36,0.00,0.00,2379543138294680000000.00,7483.07,112500.00,112500.00
618.00,509222231595062000000.00,2516.81,0.00,0.00,2546111157975310000000.00,7550.42,112500.00,112500.00
619.00,544867787806717000000.00,2539.46,0.00,0.00,2724338939033580000000.00,7618.37,112500.00,112500.00
620.00,583008532953187000000.00,2562.31,0.00,0.00,2915042664765940000000.00,7686.93,112500.00,112500.00
621.00,623819130259910000000.00,2585.37,0.00,0.00,3119095651299550000000.00,7756.12,112500.00,112500.00
622.00,667486469378104000000.00,2608.64,0.00,0.00,3337432346890520000000.00,7825.92,112500.00,112500.00
623.00,714210522234571000000.00,2632.12,0.00,0.00,3571052611172860000000.00,7896.35,112500.00,112500.00
624.00,764205258790991000000.00,2655.81,0.00,0.00,3821026293954960000000.00,7967.42,112500.00,112500.00
625.00,817699626906361000000.00,2679.71,0.00,0.00,4906197761438170000000.00,8039.13,112500.00,112500.00
626.00,874938600789806000000.00,2703.83,0.00,0.00,4374693003949030000000.00,8111.48,112800.00,112650.00
627.00,936184302845093000000.00,2728.16,0.00,0.00,4680921514225460000000.00,8184.48,113100.00,112800.00
628.00,1001717204044250000000.00,2752.71,0.00,0.00,5008586020221250000000.00,8258.14,113400.00,112950.00
629.00,1071837408327350000000.00,2777.49,0.00,0.00,5359187041636730000000.00,8332.47,113700.00,113100.00
630.00,1146866026910260000000.00,2802.49,0.00,0.00,5734330134551310000000.00,8407.46,114000.00,113250.00
631.00,1227146648793980000000.00,2827.71,0.00,0.00,6135733243969900000000.00,8483.13,114300.00,113400.00
632.00,1313046914209560000000.00,2853.16,0.00,0.00,6565234571047790000000.00,8559.48,114600.00,113550.00
633.00,1404960198204230000000.00,2878.84,0.00,0.00,7024800991021140000000.00,8636.51,114900.00,113700.00
634.00,1503307412078520000000.00,2904.75,0.00,0.00,7516537060392620000000.00,8714.24,115200.00,113850.00
635.00,1608538930924020000000.00,2930.89,0.00,0.00,8042694654620100000000.00,8792.67,115500.00,114000.00
636.00,1721136656088700000000.00,2957.27,0.00,0.00,8605683280443510000000.00,8871.80,115800.00,114150.00
637.00,1841616222014910000000.00,2983.88,0.00,0.00,9208081110074550000000.00,8951.65,116100.00,114300.00
638.00,1970529357555950000000.00,3010.74,0.00,0.00,9852646787779770000000.00,9032.21,116400.00,114450.00
639.00,2108466412584870000000.00,3037.83,0.00,0.00,10542332062924400000000.00,9113.50,116700.00,114600.00
640.00,2256059061465810000000.00,3065.17,0.00,0.00,11280295307329100000000.00,9195.52,117000.00,114750.00
641.00,2413983195768420000000.00,3092.76,0.00,0.00,12069915978842100000000.00,9278.28,117300.00,114900.00
642.00,2582962019472210000000.00,3120.60,0.00,0.00,12914810097361000000000.00,9361.79,117600.00,115050.00
643.00,2763769360835260000000.00,3148.68,0.00,0.00,13818846804176300000000.00,9446.04,117900.00,115200.00
644.00,2957233216093730000000.00,3177.02,0.00,0.00,14786166080468700000000.00,9531.06,118200.00,115350.00
645.00,3164239541220290000000.00,3205.61,0.00,0.00,15821197706101500000000.00,9616.84,118500.00,115500.00
646.00,3385736309105720000000.00,3234.46,0.00,0.00,16928681545528600000000.00,9703.39,118800.00,115650.00
647.00,3622737850743120000000.00,3263.57,0.00,0.00,18113689253715600000000.00,9790.72,119100.00,115800.00
648.00,3876329500295130000000.00,3292.95,0.00,0.00,19381647501475700000000.00,9878.84,119400.00,115950.00
649.00,4147672565315790000000.00,3322.58,0.00,0.00,20738362826579000000000.00,9967.75,119700.00,116100.00
650.00,4438009644887900000000.00,3352.49,0.00,0.00,26628057869327400000000.00,10057.46,120000.00,116250.00
651.00,5059330995172210000000.00,3382.66,0.00,0.00,25296654975861000000000.00,10147.97,120300.00,116400.00
652.00,5413484164834260000000.00,3413.10,0.00,0.00,27067420824171300000000.00,10239.30,116550.00,120600.00
653.00,5792428056372660000000.00,3443.82,0.00,0.00,28962140281863300000000.00,10331.46,116700.00,120900.00
654.00,6197898020318750000000.00,3474.81,0.00,0.00,30989490101593700000000.00,10424.44,116850.00,121200.00
655.00,6631750881741060000000.00,3506.09,0.00,0.00,33158754408705300000000.00,10518.26,117000.00,121500.00
656.00,7095973443462930000000.00,3537.64,0.00,0.00,35479867217314700000000.00,10612.93,117150.00,121800.00
657.00,7592691584505340000000.00,3569.48,0.00,0.00,37963457922526700000000.00,10708.44,117300.00,122100.00
658.00,8124179995420710000000.00,3601.61,0.00,0.00,40620899977103600000000.00,10804.82,117450.00,122400.00
659.00,8692872595100160000000.00,3634.02,0.00,0.00,43464362975500800000000.00,10902.06,117600.00,122700.00
660.00,9301373676757170000000.00,3666.73,0.00,0.00,46506868383785900000000.00,11000.18,117750.00,123000.00
661.00,9952469834130170000000.00,3699.73,0.00,0.00,49762349170650900000000.00,11099.18,117900.00,123300.00
662.00,10649142722519300000000.00,3733.02,0.00,0.00,53245713612596400000000.00,11199.07,118050.00,123600.00
663.00,11394582713095600000000.00,3766.62,0.00,0.00,56972913565478200000000.00,11299.87,118200.00,123900.00
664.00,12192203503012300000000.00,3800.52,0.00,0.00,60961017515061700000000.00,11401.57,118350.00,124200.00
665.00,13045657748223200000000.00,3834.73,0.00,0.00,65228288741116000000000.00,11504.18,118500.00,124500.00
666.00,13958853790598800000000.00,3869.24,0.00,0.00,69794268952994100000000.00,11607.72,118650.00,124800.00
667.00,14935973555940700000000.00,3904.06,0.00,0.00,74679867779703700000000.00,11712.19,118800.00,125100.00
668.00,15981491704856600000000.00,3939.20,0.00,0.00,79907458524283000000000.00,11817.60,118950.00,125400.00
669.00,17100196124196600000000.00,3974.65,0.00,0.00,85500980620982800000000.00,11923.95,119100.00,125700.00
670.00,18297209852890300000000.00,4010.42,0.00,0.00,91486049264451600000000.00,12031.27,119250.00,126000.00
671.00,19578014542592600000000.00,4046.52,0.00,0.00,97890072712963200000000.00,12139.55,119400.00,126300.00
672.00,20948475560574100000000.00,4082.94,0.00,0.00,104742377802871000000000.00,12248.81,119550.00,126600.00
673.00,22414868849814300000000.00,4119.68,0.00,0.00,112074344249072000000000.00,12359.05,119700.00,126900.00
674.00,23983909669301300000000.00,4156.76,0.00,0.00,119919548346507000000000.00,12470.28,119850.00,127200.00
675.00,25662783346152400000000.00,4194.17,0.00,0.00,192470875096143000000000.00,12582.51,120000.00,127500.00
676.00,27459178180383100000000.00,4231.92,0.00,0.00,137295890901915000000000.00,12695.75,120150.00,127800.00
677.00,29381320653009900000000.00,4270.00,0.00,0.00,146906603265050000000000.00,12810.01,128100.00,128100.00
678.00,31438013098720600000000.00,4308.43,0.00,0.00,157190065493603000000000.00,12925.30,128400.00,128400.00
679.00,33638674015631000000000.00,4347.21,0.00,0.00,168193370078155000000000.00,13041.63,128700.00,128700.00
680.00,35993381196725200000000.00,4386.34,0.00,0.00,179966905983626000000000.00,13159.01,129000.00,129000.00
681.00,41032454564266700000000.00,4425.81,0.00,0.00,205162272821334000000000.00,13277.44,129300.00,129300.00
682.00,43904726383765400000000.00,4465.65,0.00,0.00,219523631918827000000000.00,13396.94,129600.00,129600.00
683.00,46978057230629000000000.00,4505.84,0.00,0.00,234890286153145000000000.00,13517.51,129900.00,129900.00
684.00,50266521236773000000000.00,4546.39,0.00,0.00,251332606183865000000000.00,13639.17,130200.00,130200.00
685.00,53785177723347200000000.00,4587.31,0.00,0.00,268925888616736000000000.00,13761.92,130500.00,130500.00
686.00,57550140163981500000000.00,4628.59,0.00,0.00,287750700819907000000000.00,13885.78,130800.00,130800.00
687.00,61578649975460200000000.00,4670.25,0.00,0.00,307893249877301000000000.00,14010.75,131100.00,131100.00
688.00,65889155473742400000000.00,4712.28,0.00,0.00,329445777368712000000000.00,14136.84,131400.00,131400.00
689.00,70501396356904300000000.00,4754.69,0.00,0.00,352506981784522000000000.00,14264.08,131700.00,131700.00
690.00,75436494101887700000000.00,4797.48,0.00,0.00,377182470509438000000000.00,14392.45,132000.00,132000.00
691.00,85997603276151900000000.00,4840.66,0.00,0.00,429988016380760000000000.00,14521.98,132300.00,132300.00
692.00,92017435505482600000000.00,4884.23,0.00,0.00,460087177527413000000000.00,14652.68,132600.00,132600.00
693.00,98458655990866400000000.00,4928.19,0.00,0.00,492293279954332000000000.00,14784.56,132900.00,132900.00
694.00,105350761910227000000000.00,4972.54,0.00,0.00,526753809551135000000000.00,14917.62,133200.00,133200.00
695.00,112725315243943000000000.00,5017.29,0.00,0.00,563626576219715000000000.00,15051.88,133500.00,133500.00
696.00,120616087311019000000000.00,5062.45,0.00,0.00,603080436555095000000000.00,15187.34,133800.00,133800.00
697.00,129059213422790000000000.00,5108.01,0.00,0.00,645296067113951000000000.00,15324.03,134100.00,134100.00
698.00,138093358362386000000000.00,5153.98,0.00,0.00,690466791811928000000000.00,15461.94,134400.00,134400.00
699.00,147759893447753000000000.00,5200.37,0.00,0.00,738799467238763000000000.00,15601.10,134700.00,134700.00
700.00,158103085989095000000000.00,5247.17,0.00,0.00,1185773144918210000000000.00,15741.51,135000.00,135000.00
701.00,186561641467132000000000.00,5294.40,0.00,0.00,932808207335662000000000.00,15883.19,135000.00,135000.00
702.00,199620956369832000000000.00,5342.04,0.00,0.00,998104781849158000000000.00,16026.13,135000.00,135000.00
703.00,213594423315720000000000.00,5390.12,0.00,0.00,1067972116578600000000000.00,16170.37,135000.00,135000.00
704.00,228546032947820000000000.00,5438.63,0.00,0.00,1142730164739100000000000.00,16315.90,135000.00,135000.00
705.00,244544255254168000000000.00,5487.58,0.00,0.00,1222721276270840000000000.00,16462.75,135000.00,135000.00
706.00,261662353121960000000000.00,5536.97,0.00,0.00,1308311765609800000000000.00,16610.91,135000.00,135000.00
707.00,279978717840497000000000.00,5586.80,0.00,0.00,1399893589202480000000000.00,16760.41,135000.00,135000.00
708.00,299577228089331000000000.00,5637.08,0.00,0.00,1497886140446660000000000.00,16911.25,135000.00,135000.00
709.00,320547634055585000000000.00,5687.82,0.00,0.00,1602738170277920000000000.00,17063.45,135000.00,135000.00
710.00,342985968439476000000000.00,5739.01,0.00,0.00,1714929842197380000000000.00,17217.03,135000.00,135000.00
711.00,366994986230239000000000.00,5790.66,0.00,0.00,1834974931151190000000000.00,17371.98,135000.00,135000.00
712.00,392684635266356000000000.00,5842.78,0.00,0.00,1963423176331780000000000.00,17528.33,135000.00,135000.00
713.00,420172559735001000000000.00,5895.36,0.00,0.00,2100862798675000000000000.00,17686.08,135000.00,135000.00
714.00,449584638916451000000000.00,5948.42,0.00,0.00,2247923194582250000000000.00,17845.26,135000.00,135000.00
715.00,481055563640602000000000.00,6001.95,0.00,0.00,2405277818203010000000000.00,18005.86,135000.00,135000.00
716.00,514729453095444000000000.00,6055.97,0.00,0.00,2573647265477220000000000.00,18167.92,135000.00,135000.00
717.00,550760514812126000000000.00,6110.48,0.00,0.00,2753802574060630000000000.00,18331.43,135000.00,135000.00
718.00,589313750848974000000000.00,6165.47,0.00,0.00,2946568754244870000000000.00,18496.41,135000.00,135000.00
719.00,630565713408403000000000.00,6220.96,0.00,0.00,3152828567042010000000000.00,18662.88,135000.00,135000.00
720.00,674705313346991000000000.00,6276.95,0.00,0.00,3373526566734960000000000.00,18830.84,135000.00,135000.00
721.00,721934685281280000000000.00,6333.44,0.00,0.00,3609673426406400000000000.00,19000.32,135000.00,135000.00
722.00,772470113250970000000000.00,6390.44,0.00,0.00,3862350566254850000000000.00,19171.32,135000.00,135000.00
723.00,826543021178538000000000.00,6447.96,0.00,0.00,4132715105892690000000000.00,19343.87,135000.00,135000.00
724.00,884401032661036000000000.00,6505.99,0.00,0.00,4422005163305180000000000.00,19517.96,135000.00,135000.00
725.00,946309104947308000000000.00,6564.54,0.00,0.00,5677854629683850000000000.00,19693.62,135000.00,135000.00
726.00,1012550742293620000000000.00,6623.62,0.00,0.00,5062753711468100000000000.00,19870.87,135300.00,135150.00
727.00,1083429294254170000000000.00,6683.23,0.00,0.00,5417146471270870000000000.00,20049.70,135600.00,135300.00
728.00,1159269344851970000000000.00,6743.38,0.00,0.00,5796346724259830000000000.00,20230.15,135900.00,135450.00
729.00,1240418198991600000000000.00,6804.07,0.00,0.00,6202090994958020000000000.00,20412.22,136200.00,135600.00
730.00,1327247472921020000000000.00,6865.31,0.00,0.00,6636237364605080000000000.00,20595.93,136500.00,135750.00
731.00,1420154796025490000000000.00,6927.10,0.00,0.00,7100773980127430000000000.00,20781.30,136800.00,135900.00
732.00,1519565631747270000000000.00,6989.44,0.00,0.00,7597828158736350000000000.00,20968.33,137100.00,136050.00
733.00,1625935225969580000000000.00,7052.35,0.00,0.00,8129676129847900000000000.00,21157.04,137400.00,136200.00
734.00,1739750691787450000000000.00,7115.82,0.00,0.00,8698753458937250000000000.00,21347.45,137700.00,136350.00
735.00,1861533240212570000000000.00,7179.86,0.00,0.00,9307666201062860000000000.00,21539.58,138000.00,136500.00
736.00,1991840567027450000000000.00,7244.48,0.00,0.00,9959202835137260000000000.00,21733.44,138300.00,136650.00
737.00,2131269406719370000000000.00,7309.68,0.00,0.00,10656347033596900000000000.00,21929.04,138600.00,136800.00
738.00,2280458265189730000000000.00,7375.47,0.00,0.00,11402291325948700000000000.00,22126.40,138900.00,136950.00
739.00,2440090343753010000000000.00,7441.85,0.00,0.00,12200451718765100000000000.00,22325.54,139200.00,137100.00
740.00,2610896667815720000000000.00,7508.82,0.00,0.00,13054483339078600000000000.00,22526.47,139500.00,137250.00
741.00,2793659434562820000000000.00,7576.40,0.00,0.00,13968297172814100000000000.00,22729.21,139800.00,137400.00
742.00,2989215594982220000000000.00,7644.59,0.00,0.00,14946077974911100000000000.00,22933.77,140100.00,137550.00
743.00,3198460686630980000000000.00,7713.39,0.00,0.00,15992303433154900000000000.00,23140.17,140400.00,137700.00
744.00,3422352934695150000000000.00,7782.81,0.00,0.00,17111764673475700000000000.00,23348.43,140700.00,137850.00
745.00,3661917640123810000000000.00,7852.86,0.00,0.00,18309588200619000000000000.00,23558.57,141000.00,138000.00
746.00,3918251874932470000000000.00,7923.53,0.00,0.00,19591259374662400000000000.00,23770.60,141300.00,138150.00
747.00,4192529506177750000000000.00,7994.84,0.00,0.00,20962647530888700000000000.00,23984.53,141600.00,138300.00
748.00,4486006571610190000000000.00,8066.80,0.00,0.00,22430032858050900000000000.00,24200.39,141900.00,138450.00
749.00,4800027031622900000000000.00,8139.40,0.00,0.00,24000135158114500000000000.00,24418.20,142200.00,138600.00
750.00,5136028923836510000000000.00,8212.65,0.00,0.00,30816173543019000000000000.00,24637.96,142500.00,138750.00
751.00,5855072973173620000000000.00,8286.57,0.00,0.00,29275364865868100000000000.00,24859.70,142800.00,138900.00
752.00,6264928081295770000000000.00,8361.15,0.00,0.00,31324640406478800000000000.00,25083.44,139050.00,143100.00
753.00,6703473046986470000000000.00,8436.40,0.00,0.00,33517365234932400000000000.00,25309.19,139200.00,143400.00
754.00,7172716160275530000000000.00,8512.32,0.00,0.00,35863580801377600000000000.00,25536.97,139350.00,143700.00
755.00,7674806291494810000000000.00,8588.94,0.00,0.00,38374031457474100000000000.00,25766.81,139500.00,144000.00
756.00,8212042731899450000000000.00,8666.24,0.00,0.00,41060213659497300000000000.00,25998.71,139650.00,144300.00
757.00,8786885723132410000000000.00,8744.23,0.00,0.00,43934428615662100000000000.00,26232.70,139800.00,144600.00
758.00,9401967723751680000000000.00,8822.93,0.00,0.00,47009838618758400000000000.00,26468.79,139950.00,144900.00
759.00,10060105464414300000000000.00,8902.34,0.00,0.00,50300527322071500000000000.00,26707.01,140100.00,145200.00
760.00,10764312846923300000000000.00,8982.46,0.00,0.00,53821564234616500000000000.00,26947.37,140250.00,145500.00
761.00,11517814746207900000000000.00,9063.30,0.00,0.00,57589073731039700000000000.00,27189.90,140400.00,145800.00
762.00,12324061778442500000000000.00,9144.87,0.00,0.00,61620308892212500000000000.00,27434.61,140550.00,146100.00
763.00,13186746102933500000000000.00,9227.17,0.00,0.00,65933730514667300000000000.00,27681.52,140700.00,146400.00
764.00,14109818330138800000000000.00,9310.22,0.00,0.00,70549091650694000000000000.00,27930.65,140850.00,146700.00
765.00,15097505613248500000000000.00,9394.01,0.00,0.00,75487528066242600000000000.00,28182.03,141000.00,147000.00
766.00,16154331006175900000000000.00,9478.56,0.00,0.00,80771655030879600000000000.00,28435.67,141150.00,147300.00
767.00,17285134176608200000000000.00,9563.86,0.00,0.00,86425670883041200000000000.00,28691.59,141300.00,147600.00
768.00,18495093568970800000000000.00,9649.94,0.00,0.00,92475467844854100000000000.00,28949.81,141450.00,147900.00
769.00,19789750118798800000000000.00,9736.79,0.00,0.00,98948750593993900000000000.00,29210.36,141600.00,148200.00
770.00,21175032627114700000000000.00,9824.42,0.00,0.00,105875163135573000000000000.00,29473.25,141750.00,148500.00
771.00,22657284911012700000000000.00,9912.84,0.00,0.00,113286424555064000000000000.00,29738.51,141900.00,148800.00
772.00,24243294854783600000000000.00,10002.05,0.00,0.00,121216474273918000000000000.00,30006.16,142050.00,149100.00
773.00,25940325494618500000000000.00,10092.07,0.00,0.00,129701627473092000000000000.00,30276.22,142200.00,149400.00
774.00,27756148279241800000000000.00,10182.90,0.00,0.00,138780741396209000000000000.00,30548.70,142350.00,149700.00
775.00,29699078658788700000000000.00,10274.55,0.00,0.00,222743089940915000000000000.00,30823.64,142500.00,150000.00
776.00,31778014164903900000000000.00,10367.02,0.00,0.00,158890070824520000000000000.00,31101.05,142650.00,150300.00
777.00,34002475156447200000000000.00,10460.32,0.00,0.00,170012375782236000000000000.00,31380.96,150600.00,150600.00
778.00,36382648417398500000000000.00,10554.46,0.00,0.00,181913242086992000000000000.00,31663.39,150900.00,150900.00
779.00,38929433806616400000000000.00,10649.45,0.00,0.00,194647169033082000000000000.00,31948.36,151200.00,151200.00
780.00,41654494173079500000000000.00,10745.30,0.00,0.00,208272470865398000000000000.00,32235.90,151500.00,151500.00
781.00,47486123357310700000000000.00,10842.01,0.00,0.00,237430616786553000000000000.00,32526.02,151800.00,151800.00
782.00,50810151992322400000000000.00,10939.58,0.00,0.00,254050759961612000000000000.00,32818.75,152100.00,152100.00
783.00,54366862631785000000000000.00,11038.04,0.00,0.00,271834313158925000000000000.00,33114.12,152400.00,152400.00
784.00,58172543016009900000000000.00,11137.38,0.00,0.00,290862715080050000000000000.00,33412.15,152700.00,152700.00
785.00,62244621027130600000000000.00,11237.62,0.00,0.00,311223105135653000000000000.00,33712.86,153000.00,153000.00
786.00,66601744499029800000000000.00,11338.76,0.00,0.00,333008722495149000000000000.00,34016.27,153300.00,153300.00
787.00,71263866613961900000000000.00,11440.81,0.00,0.00,356319333069809000000000000.00,34322.42,153600.00,153600.00
788.00,76252337276939200000000000.00,11543.77,0.00,0.00,381261686384696000000000000.00,34631.32,153900.00,153900.00
789.00,81590000886325000000000000.00,11647.67,0.00,0.00,407950004431625000000000000.00,34943.00,154200.00,154200.00
790.00,87301300948367700000000000.00,11752.50,0.00,0.00,436506504741839000000000000.00,35257.49,154500.00,154500.00
791.00,99523483081139200000000000.00,11858.27,0.00,0.00,497617415405696000000000000.00,35574.81,154800.00,154800.00
792.00,106490126896819000000000000.00,11964.99,0.00,0.00,532450634484095000000000000.00,35894.98,155100.00,155100.00
793.00,113944435779596000000000000.00,12072.68,0.00,0.00,569722178897981000000000000.00,36218.04,155400.00,155400.00
794.00,121920546284168000000000000.00,12181.33,0.00,0.00,609602731420840000000000000.00,36544.00,155700.00,155700.00
795.00,130454984524060000000000000.00,12290.97,0.00,0.00,652274922620299000000000000.00,36872.90,156000.00,156000.00
796.00,139586833440744000000000000.00,12401.58,0.00,0.00,697934167203720000000000000.00,37204.75,156300.00,156300.00
797.00,149357911781596000000000000.00,12513.20,0.00,0.00,746789558907980000000000000.00,37539.59,156600.00,156600.00
798.00,159812965606308000000000000.00,12625.82,0.00,0.00,799064828031539000000000000.00,37877.45,156900.00,156900.00
799.00,170999873198749000000000000.00,12739.45,0.00,0.00,854999365993747000000000000.00,38218.35,157200.00,157200.00
800.00,182969864322662000000000000.00,12854.10,0.00,0.00,1372273982419960000000000000.00,38562.31,157500.00,157500.00
801.00,195777754825248000000000000.00,12969.79,0.00,0.00,978888774126241000000000000.00,38909.37,157500.00,157500.00
802.00,209482197663016000000000000.00,13086.52,0.00,0.00,1047410988315080000000000000.00,39259.56,157500.00,157500.00
803.00,224145951499427000000000000.00,13204.30,0.00,0.00,1120729757497130000000000000.00,39612.89,157500.00,157500.00
804.00,239836168104387000000000000.00,13323.14,0.00,0.00,1199180840521930000000000000.00,39969.41,157500.00,157500.00
805.00,256624699871694000000000000.00,13443.05,0.00,0.00,1283123499358470000000000000.00,40329.14,157500.00,157500.00
806.00,274588428862712000000000000.00,13564.03,0.00,0.00,1372942144313560000000000000.00,40692.10,157500.00,157500.00
807.00,293809618883102000000000000.00,13686.11,0.00,0.00,1469048094415510000000000000.00,41058.33,157500.00,157500.00
808.00,314376292204919000000000000.00,13809.28,0.00,0.00,1571881461024600000000000000.00,41427.85,157500.00,157500.00
809.00,336382632659264000000000000.00,13933.57,0.00,0.00,1681913163296320000000000000.00,41800.70,157500.00,157500.00
810.00,359929416945412000000000000.00,14058.97,0.00,0.00,1799647084727060000000000000.00,42176.91,157500.00,157500.00
811.00,385124476131591000000000000.00,14185.50,0.00,0.00,1925622380657950000000000000.00,42556.50,157500.00,157500.00
812.00,412083189460802000000000000.00,14313.17,0.00,0.00,2060415947304010000000000000.00,42939.51,157500.00,157500.00
813.00,440929012723059000000000000.00,14441.99,0.00,0.00,2204645063615290000000000000.00,43325.96,157500.00,157500.00
814.00,471794043613673000000000000.00,14571.97,0.00,0.00,2358970218068360000000000000.00,43715.90,157500.00,157500.00
815.00,504819626666630000000000000.00,14703.11,0.00,0.00,2524098133333150000000000000.00,44109.34,157500.00,157500.00
816.00,540157000533294000000000000.00,14835.44,0.00,0.00,2700785002666470000000000000.00,44506.33,157500.00,157500.00
817.00,577967990570624000000000000.00,14968.96,0.00,0.00,2889839952853120000000000000.00,44906.88,157500.00,157500.00
818.00,618425749910568000000000000.00,15103.68,0.00,0.00,3092128749552840000000000000.00,45311.04,157500.00,157500.00
819.00,661715552404308000000000000.00,15239.61,0.00,0.00,3308577762021540000000000000.00,45718.84,157500.00,157500.00
820.00,708035641072610000000000000.00,15376.77,0.00,0.00,3540178205363050000000000000.00,46130.31,157500.00,157500.00
821.00,757598135947692000000000000.00,15515.16,0.00,0.00,3787990679738460000000000000.00,46545.49,157500.00,157500.00
822.00,810630005464031000000000000.00,15654.80,0.00,0.00,4053150027320150000000000000.00,46964.40,157500.00,157500.00
823.00,867374105846513000000000000.00,15795.69,0.00,0.00,4336870529232560000000000000.00,47387.07,157500.00,157500.00
824.00,928090293255769000000000000.00,15937.85,0.00,0.00,4640451466278840000000000000.00,47813.56,157500.00,157500.00
825.00,993056613783673000000000000.00,16081.29,0.00,0.00,5958339682702040000000000000.00,48243.88,157500.00,157500.00
826.00,1062570576748530000000000000.00,16226.03,0.00,0.00,5312852883742650000000000000.00,48678.08,157800.00,157650.00
827.00,1136950517120930000000000000.00,16372.06,0.00,0.00,5684752585604640000000000000.00,49116.18,158100.00,157800.00
828.00,1216537053319390000000000000.00,16519.41,0.00,0.00,6082685266596960000000000000.00,49558.22,158400.00,157950.00
829.00,1301694647051750000000000000.00,16668.08,0.00,0.00,6508473235258750000000000000.00,50004.25,158700.00,158100.00
830.00,1392813272345370000000000000.00,16818.10,0.00,0.00,6964066361726860000000000000.00,50454.29,159000.00,158250.00
831.00,1490310201409550000000000000.00,16969.46,0.00,0.00,7451551007047740000000000000.00,50908.37,159300.00,158400.00
832.00,1594631915508220000000000000.00,17122.18,0.00,0.00,7973159577541080000000000000.00,51366.55,159600.00,158550.00
833.00,1706256149593790000000000000.00,17276.28,0.00,0.00,8531280747968960000000000000.00,51828.85,159900.00,158700.00
834.00,1825694080065360000000000000.00,17431.77,0.00,0.00,9128470400326790000000000000.00,52295.31,160200.00,158850.00
835.00,1953492665669930000000000000.00,17588.66,0.00,0.00,9767463328349660000000000000.00,52765.97,160500.00,159000.00
836.00,2090237152266830000000000000.00,17746.95,0.00,0.00,10451185761334100000000000000.00,53240.86,160800.00,159150.00
837.00,2236553752925510000000000000.00,17906.68,0.00,0.00,11182768764627500000000000000.00,53720.03,161100.00,159300.00
838.00,2393112515630290000000000000.00,18067.84,0.00,0.00,11965562578151500000000000000.00,54203.51,161400.00,159450.00
839.00,2560630391724410000000000000.00,18230.45,0.00,0.00,12803151958622100000000000000.00,54691.34,161700.00,159600.00
840.00,2739874519145120000000000000.00,18394.52,0.00,0.00,13699372595725600000000000000.00,55183.56,162000.00,159750.00
841.00,2931665735485280000000000000.00,18560.07,0.00,0.00,14658328677426400000000000000.00,55680.21,162300.00,159900.00
842.00,3136882336969250000000000000.00,18727.11,0.00,0.00,15684411684846200000000000000.00,56181.34,162600.00,160050.00
843.00,3356464100557100000000000000.00,18895.66,0.00,0.00,16782320502785500000000000000.00,56686.97,162900.00,160200.00
844.00,3591416587596090000000000000.00,19065.72,0.00,0.00,17957082937980500000000000000.00,57197.15,163200.00,160350.00
845.00,3842815748727820000000000000.00,19237.31,0.00,0.00,19214078743639100000000000000.00,57711.92,163500.00,160500.00
846.00,4111812851138770000000000000.00,19410.44,0.00,0.00,20559064255693800000000000000.00,58231.33,163800.00,160650.00
847.00,4399639750718480000000000000.00,19585.14,0.00,0.00,21998198753592400000000000000.00,58755.41,164100.00,160800.00
848.00,4707614533268780000000000000.00,19761.40,0.00,0.00,23538072666343900000000000000.00,59284.21,164400.00,160950.00
849.00,5037147550597590000000000000.00,19939.26,0.00,0.00,25185737752988000000000000000.00,59817.77,164700.00,161100.00
850.00,5389747879139420000000000000.00,20118.71,0.00,0.00,32338487274836500000000000000.00,60356.13,165000.00,161250.00
851.00,6144312582218940000000000000.00,20299.78,0.00,0.00,30721562911094700000000000000.00,60899.34,165300.00,161400.00
852.00,6574414462974270000000000000.00,20482.48,0.00,0.00,32872072314871300000000000000.00,61447.43,161550.00,165600.00
853.00,7034623475382470000000000000.00,20666.82,0.00,0.00,35173117376912300000000000000.00,62000.46,161700.00,165900.00
854.00,7527047118659240000000000000.00,20852.82,0.00,0.00,37635235593296200000000000000.00,62558.46,161850.00,166200.00
855.00,8053940416965390000000000000.00,21040.50,0.00,0.00,40269702084826900000000000000.00,63121.49,162000.00,166500.00
856.00,8617716246152970000000000000.00,21229.86,0.00,0.00,43088581230764800000000000000.00,63689.58,162150.00,166800.00
857.00,9220956383383670000000000000.00,21420.93,0.00,0.00,46104781916918400000000000000.00,64262.79,162300.00,167100.00
858.00,9866423330220530000000000000.00,21613.72,0.00,0.00,49332116651102700000000000000.00,64841.15,162450.00,167400.00
859.00,10557072963336000000000000000.00,21808.24,0.00,0.00,52785364816679800000000000000.00,65424.72,162600.00,167700.00
860.00,11296068070769500000000000000.00,22004.51,0.00,0.00,56480340353847400000000000000.00,66013.54,162750.00,168000.00
861.00,12086792835723400000000000000.00,22202.56,0.00,0.00,60433964178616800000000000000.00,66607.67,162900.00,168300.00
862.00,12932868334224000000000000000.00,22402.38,0.00,0.00,64664341671119900000000000000.00,67207.14,163050.00,168600.00
863.00,13838169117619700000000000000.00,22604.00,0.00,0.00,69190845588098300000000000000.00,67812.00,163200.00,168900.00
