 스테이지|일반 몬스터 체력|일반 몬스터 공격력|일반 몬스터 외공 방어력|일반 몬스터 내공 방어력|보스 몬스터 체력|보스 몬스터 공격력|보스 몬스터 외공 방어력|보스 몬스터 내공 방어력
645|1757910856233500000000.00|641.12|0.00|0.00|26150875301124800000000.00|1923.37|99750.00|96750.00
646|1880964616169840000000.00|646.89|0.00|0.00|28031839917294600000000.00|1940.68|100050.00|96900.00
647|2012632139301730000000.00|652.71|0.00|0.00|30044472056596400000000.00|1958.14|100350.00|97050.00
648|2153516389052850000000.00|658.59|0.00|0.00|32197988445649200000000.00|1975.77|100650.00|97200.00
649|2304262536286550000000.00|664.52|0.00|0.00|34502250981935800000000.00|1993.55|100950.00|97350.00
650|2465560913826610000000.00|670.50|0.00|0.00|42143149543052800000000.00|2011.49|101250.00|97500.00
651|2810739441762340000000.00|676.53|0.00|0.00|37312990423698100000000.00|2029.59|97800.00|101400.00
652|3007491202685700000000.00|682.62|0.00|0.00|40320481626383800000000.00|2047.86|98100.00|101550.00
653|3218015586873700000000.00|688.76|0.00|0.00|43538497213257500000000.00|2066.29|98400.00|101700.00
654|3443276677954860000000.00|694.96|0.00|0.00|46981773891212400000000.00|2084.89|98700.00|101850.00
655|3684306045411700000000.00|701.22|0.00|0.00|50666079936624100000000.00|2103.65|99000.00|102000.00
656|3942207468590520000000.00|707.53|0.00|0.00|54608287405214600000000.00|2122.59|99300.00|102150.00
657|4218161991391860000000.00|713.90|0.00|0.00|58826449396606500000000.00|2141.69|99600.00|102300.00
658|4513433330789290000000.00|720.32|0.00|0.00|63339882727395700000000.00|2160.96|99900.00|102450.00
659|4829373663944540000000.00|726.80|0.00|0.00|68169256391340300000000.00|2180.41|100200.00|102600.00
660|5167429820420650000000.00|733.35|0.00|0.00|73336686211760900000000.00|2200.04|100500.00|102750.00
661|5529149907850100000000.00|739.95|0.00|0.00|78865836119611000000000.00|2219.84|100800.00|102900.00
662|5916190401399610000000.00|746.60|0.00|0.00|84782026521010600000000.00|2239.81|101100.00|103050.00
663|6330323729497580000000.00|753.32|0.00|0.00|91112350250508200000000.00|2259.97|101400.00|103200.00
664|6773446390562410000000.00|760.10|0.00|0.00|97885796641070600000000.00|2280.31|101700.00|103350.00
665|7247587637901780000000.00|766.95|0.00|0.00|105133384278972000000000.00|2300.84|102000.00|103500.00
666|7754918772554910000000.00|773.85|0.00|0.00|112888303051527000000000.00|2321.54|102300.00|103650.00
667|8297763086633750000000.00|780.81|0.00|0.00|121186066138161000000000.00|2342.44|102600.00|103800.00
668|8878606502698110000000.00|787.84|0.00|0.00|130064672640859000000000.00|2363.52|102900.00|103950.00
669|9500108957886980000000.00|794.93|0.00|0.00|139564781598746000000000.00|2384.79|103200.00|104100.00
670|10165116584939100000000.00|802.08|0.00|0.00|149729898183685000000000.00|2406.25|103500.00|104250.00
671|10876674745884800000000.00|809.30|0.00|0.00|160606572929570000000000.00|2427.91|103800.00|104400.00
672|11638041978096700000000.00|816.59|0.00|0.00|172244614907667000000000.00|2449.76|104100.00|104550.00
673|12452704916563500000000.00|823.94|0.00|0.00|184697319824230000000000.00|2471.81|104400.00|104700.00
674|13324394260723000000000.00|831.35|0.00|0.00|198021714084953000000000.00|2494.06|104700.00|104850.00
675|14257101858973600000000.00|838.83|0.00|0.00|281586415873660000000000.00|2516.50|105000.00|105000.00
676|15255098989101700000000.00|846.38|0.00|0.00|213276813074055000000000.00|2539.15|105300.00|105300.00
677|16322955918338800000000.00|854.00|0.00|0.00|229599768992394000000000.00|2562.00|105600.00|105600.00
678|17465562832622600000000.00|861.69|0.00|0.00|247065331825016000000000.00|2585.06|105900.00|105900.00
679|18688152230906100000000.00|869.44|0.00|0.00|265753484055922000000000.00|2608.33|106200.00|106200.00
680|19996322887069600000000.00|877.27|0.00|0.00|285749806942992000000000.00|2631.80|106500.00|106500.00
681|22795808091259300000000.00|885.16|0.00|0.00|308545615034251000000000.00|2655.49|106800.00|106800.00
682|24391514657647500000000.00|893.13|0.00|0.00|332937129691899000000000.00|2679.39|107100.00|107100.00
683|26098920683682800000000.00|901.17|0.00|0.00|359036050375582000000000.00|2703.50|107400.00|107400.00
684|27925845131540600000000.00|909.28|0.00|0.00|386961895507122000000000.00|2727.83|107700.00|107700.00
685|29880654290748400000000.00|917.46|0.00|0.00|416842549797871000000000.00|2752.38|108000.00|108000.00
686|31972300091100800000000.00|925.72|0.00|0.00|448814849888971000000000.00|2777.16|108300.00|108300.00
687|34210361097477900000000.00|934.05|0.00|0.00|483025210986449000000000.00|2802.15|108600.00|108600.00
688|36605086374301300000000.00|942.46|0.00|0.00|519630297360751000000000.00|2827.37|108900.00|108900.00
689|39167442420502400000000.00|950.94|0.00|0.00|558797739781253000000000.00|2852.82|109200.00|109200.00
690|41909163389937600000000.00|959.50|0.00|0.00|600706903171191000000000.00|2878.49|109500.00|109500.00
691|47776446264528900000000.00|968.13|0.00|0.00|648483349435720000000000.00|2904.40|109800.00|109800.00
692|51120797503045900000000.00|976.85|0.00|0.00|699604146938766000000000.00|2930.54|110100.00|110100.00
693|54699253328259100000000.00|985.64|0.00|0.00|754303400267025000000000.00|2956.91|110400.00|110400.00
694|58528201061237200000000.00|994.51|0.00|0.00|812831601328262000000000.00|2983.52|110700.00|110700.00
695|62625175135523900000000.00|1003.46|0.00|0.00|875456776463786000000000.00|3010.38|111000.00|111000.00
696|67008937395010500000000.00|1012.49|0.00|0.00|942465713858796000000000.00|3037.47|111300.00|111300.00
697|71699563012661300000000.00|1021.60|0.00|0.00|1014165276871460000000000.00|3064.81|111600.00|111600.00
698|76718532423547600000000.00|1030.80|0.00|0.00|1090883809295010000000000.00|3092.39|111900.00|111900.00
699|82088829693195900000000.00|1040.07|0.00|0.00|1172972638988200000000000.00|3120.22|112200.00|112200.00
700|87835047771719600000000.00|1049.43|0.00|0.00|1671348110405790000000000.00|3148.30|112500.00|112500.00
701|103645356370629000000000.00|1058.88|0.00|0.00|1276617995358830000000000.00|3176.64|112500.00|112500.00
702|110900531316573000000000.00|1068.41|0.00|0.00|1387518526675400000000000.00|3205.23|112500.00|112500.00
703|118663568508733000000000.00|1078.02|0.00|0.00|1506182095184140000000000.00|3234.07|112500.00|112500.00
704|126970018304345000000000.00|1087.73|0.00|0.00|1633152113488480000000000.00|3263.18|112500.00|112500.00
705|135857919585649000000000.00|1097.52|0.00|0.00|1769010033074130000000000.00|3292.55|112500.00|112500.00
706|145367973956644000000000.00|1107.39|0.00|0.00|1914378007030770000000000.00|3322.18|112500.00|112500.00
707|155543732133609000000000.00|1117.36|0.00|0.00|2069921739164380000000000.00|3352.08|112500.00|112500.00
708|166431793382962000000000.00|1127.42|0.00|0.00|2236353532547350000000000.00|3382.25|112500.00|112500.00
709|178082018919769000000000.00|1137.56|0.00|0.00|2414435551467110000000000.00|3412.69|112500.00|112500.00
710|190547760244153000000000.00|1147.80|0.00|0.00|2604983311711270000000000.00|3443.41|112500.00|112500.00
711|203886103461244000000000.00|1158.13|0.00|0.00|2808869415172510000000000.00|3474.40|112500.00|112500.00
712|218158130703531000000000.00|1168.56|0.00|0.00|3027027545876040000000000.00|3505.67|112500.00|112500.00
713|233429199852778000000000.00|1179.07|0.00|0.00|3260456745728820000000000.00|3537.22|112500.00|112500.00
714|249769243842473000000000.00|1189.68|0.00|0.00|3510225989571290000000000.00|3569.05|112500.00|112500.00
715|267253090911446000000000.00|1200.39|0.00|0.00|3777479080482740000000000.00|3601.17|112500.00|112500.00
716|285960807275247000000000.00|1211.19|0.00|0.00|4063439887757990000000000.00|3633.58|112500.00|112500.00
717|305978063784514000000000.00|1222.10|0.00|0.00|4369417951542500000000000.00|3666.29|112500.00|112500.00
718|327396528249430000000000.00|1233.09|0.00|0.00|4696814479791930000000000.00|3699.28|112500.00|112500.00
719|350314285226891000000000.00|1244.19|0.00|0.00|5047128765018820000000000.00|3732.58|112500.00|112500.00
720|374836285192773000000000.00|1255.39|0.00|0.00|5421965050211590000000000.00|3766.17|112500.00|112500.00
721|401074825156267000000000.00|1266.69|0.00|0.00|5823039875367860000000000.00|3800.06|112500.00|112500.00
722|429150062917206000000000.00|1278.09|0.00|0.00|6252189938285070000000000.00|3834.26|112500.00|112500.00
723|459190567321410000000000.00|1289.59|0.00|0.00|6711380505606480000000000.00|3868.77|112500.00|112500.00
724|491333907033909000000000.00|1301.20|0.00|0.00|7202714412640390000000000.00|3903.59|112500.00|112500.00
725|525727280526283000000000.00|1312.91|0.00|0.00|8808848855062730000000000.00|3938.72|112500.00|112500.00
726|562528190163123000000000.00|1324.72|0.00|0.00|7765242602803510000000000.00|3974.17|112800.00|112650.00
727|601905163474541000000000.00|1336.65|0.00|0.00|8367147766278050000000000.00|4009.94|113100.00|112800.00
728|644038524917759000000000.00|1348.68|0.00|0.00|9011186291195810000000000.00|4046.03|113400.00|112950.00
729|689121221662002000000000.00|1360.81|0.00|0.00|9700307512857810000000000.00|4082.44|113700.00|113100.00
730|737359707178342000000000.00|1373.06|0.00|0.00|10437667220036200000000000.00|4119.19|114000.00|113250.00
731|788974886680826000000000.00|1385.42|0.00|0.00|11226642106717000000000000.00|4156.26|114300.00|113400.00
732|844203128748484000000000.00|1397.89|0.00|0.00|12070845235465500000000000.00|4193.67|114600.00|113550.00
733|903297347760878000000000.00|1410.47|0.00|0.00|12974142583226300000000000.00|4231.41|114900.00|113700.00
734|966528162104140000000000.00|1423.16|0.00|0.00|13940670745330500000000000.00|4269.49|115200.00|113850.00
735|1034185133451430000000000.00|1435.97|0.00|0.00|14974855878781900000000000.00|4307.92|115500.00|114000.00
736|1106578092793030000000000.00|1448.90|0.00|0.00|16081433971574900000000000.00|4346.69|115800.00|114150.00
737|1184038559288540000000000.00|1461.94|0.00|0.00|17265472530863500000000000.00|4385.81|116100.00|114300.00
738|1266921258438740000000000.00|1475.09|0.00|0.00|18532393789302200000000000.00|4425.28|116400.00|114450.00
739|1355605746529450000000000.00|1488.37|0.00|0.00|19887999535831700000000000.00|4465.11|116700.00|114600.00
740|1450498148786510000000000.00|1501.76|0.00|0.00|21338497684618200000000000.00|4505.29|117000.00|114750.00
741|1552033019201570000000000.00|1515.28|0.00|0.00|22890530703819800000000000.00|4545.84|117300.00|114900.00
742|1660675330545680000000000.00|1528.92|0.00|0.00|24551206034365400000000000.00|4586.75|117600.00|115050.00
743|1776922603683880000000000.00|1542.68|0.00|0.00|26328128638049300000000000.00|4628.03|117900.00|115200.00
744|1901307185941750000000000.00|1556.56|0.00|0.00|28229435823991100000000000.00|4669.69|118200.00|115350.00
745|2034398688957670000000000.00|1570.57|0.00|0.00|30263834512948700000000000.00|4711.71|118500.00|115500.00
746|2176806597184710000000000.00|1584.71|0.00|0.00|32440641110133400000000000.00|4754.12|118800.00|115650.00
747|2329183058987640000000000.00|1598.97|0.00|0.00|34769824169121100000000000.00|4796.91|119100.00|115800.00
748|2492225873116770000000000.00|1613.36|0.00|0.00|37262050042237900000000000.00|4840.08|119400.00|115950.00
749|2666681684234950000000000.00|1627.88|0.00|0.00|39928731726472800000000000.00|4883.64|119700.00|116100.00
750|2853349402131390000000000.00|1642.53|0.00|0.00|48771390887575100000000000.00|4927.59|120000.00|116250.00
751|3252818318429790000000000.00|1657.31|0.00|0.00|43181550044902600000000000.00|4971.94|116550.00|120150.00
752|3480515600719870000000000.00|1672.23|0.00|0.00|46662065645622500000000000.00|5016.69|116850.00|120300.00
753|3724151692770270000000000.00|1687.28|0.00|0.00|50386217338392700000000000.00|5061.84|117150.00|120450.00
754|3984842311264180000000000.00|1702.46|0.00|0.00|54371059649656900000000000.00|5107.39|117450.00|120600.00
755|4263781273052680000000000.00|1717.79|0.00|0.00|58634840922709600000000000.00|5153.36|117750.00|120750.00
756|4562245962166360000000000.00|1733.25|0.00|0.00|63197086884875900000000000.00|5199.74|118050.00|120900.00
757|4881603179518010000000000.00|1748.85|0.00|0.00|68078690064394000000000000.00|5246.54|118350.00|121050.00
758|5223315402084270000000000.00|1764.59|0.00|0.00|73302005466478200000000000.00|5293.76|118650.00|121200.00
759|5588947480230170000000000.00|1780.47|0.00|0.00|78890952946708400000000000.00|5341.40|118950.00|121350.00
760|5980173803846280000000000.00|1796.49|0.00|0.00|84871126750554700000000000.00|5389.47|119250.00|121500.00
761|6398785970115520000000000.00|1812.66|0.00|0.00|91269912720670200000000000.00|5437.98|119550.00|121650.00
762|6846700988023610000000000.00|1828.97|0.00|0.00|98116613708693800000000000.00|5486.92|119850.00|121800.00
763|7325970057185270000000000.00|1845.43|0.00|0.00|105442583765879000000000000.00|5536.30|120150.00|121950.00
764|7838787961188230000000000.00|1862.04|0.00|0.00|113281371727067000000000000.00|5586.13|120450.00|122100.00
765|8387503118471410000000000.00|1878.80|0.00|0.00|121668874845539000000000000.00|5636.41|120750.00|122250.00
766|8974628336764410000000000.00|1895.71|0.00|0.00|130643503182303000000000000.00|5687.13|121050.00|122400.00
767|9602852320337920000000000.00|1912.77|0.00|0.00|140246355502641000000000000.00|5738.32|121350.00|122550.00
768|10275051982761600000000000.00|1929.99|0.00|0.00|150521407485403000000000000.00|5789.96|121650.00|122700.00
769|10994305621554900000000000.00|1947.36|0.00|0.00|161515713106958000000000000.00|5842.07|121950.00|122850.00
770|11763907015063700000000000.00|1964.88|0.00|0.00|173279620122021000000000000.00|5894.65|122250.00|123000.00
771|12587380506118200000000000.00|1982.57|0.00|0.00|185867000628139000000000000.00|5947.70|122550.00|123150.00
772|13468497141546500000000000.00|2000.41|0.00|0.00|199335497769686000000000000.00|6001.23|122850.00|123300.00
773|14411291941454700000000000.00|2018.41|0.00|0.00|213746789711141000000000000.00|6055.24|123150.00|123450.00
774|15420082377356600000000000.00|2036.58|0.00|0.00|229166872088497000000000000.00|6109.74|123450.00|123600.00
775|16499488143771500000000000.00|2054.91|0.00|0.00|325874765463243000000000000.00|6164.73|123750.00|123750.00
776|17654452313835500000000000.00|2073.40|0.00|0.00|246821324402333000000000000.00|6220.21|124050.00|124050.00
777|18890263975804000000000000.00|2092.06|0.00|0.00|265711588378137000000000000.00|6276.19|124350.00|124350.00
778|20212582454110300000000000.00|2110.89|0.00|0.00|285924170832247000000000000.00|6332.68|124650.00|124650.00
779|21627463225898000000000000.00|2129.89|0.00|0.00|307551634058145000000000000.00|6389.67|124950.00|124950.00
780|23141385651710900000000000.00|2149.06|0.00|0.00|330693019709856000000000000.00|6447.18|125250.00|125250.00
781|26381179642950400000000000.00|2168.40|0.00|0.00|357074199352806000000000000.00|6505.20|125550.00|125550.00
782|28227862217956900000000000.00|2187.92|0.00|0.00|385302061570763000000000000.00|6563.75|125850.00|125850.00
783|30203812573213900000000000.00|2207.61|0.00|0.00|415505874143977000000000000.00|6622.82|126150.00|126150.00
784|32318079453338900000000000.00|2227.48|0.00|0.00|447823953597316000000000000.00|6682.43|126450.00|126450.00
785|34580345015072600000000000.00|2247.52|0.00|0.00|482404298612388000000000000.00|6742.57|126750.00|126750.00
786|37000969166127700000000000.00|2267.75|0.00|0.00|519405267778516000000000000.00|6803.25|127050.00|127050.00
787|39591037007756600000000000.00|2288.16|0.00|0.00|558996304786273000000000000.00|6864.48|127350.00|127350.00
788|42362409598299600000000000.00|2308.75|0.00|0.00|601358714384572000000000000.00|6926.26|127650.00|127650.00
789|45327778270180600000000000.00|2329.53|0.00|0.00|646686492654753000000000000.00|6988.60|127950.00|127950.00
790|48500722749093200000000000.00|2350.50|0.00|0.00|695187215403846000000000000.00|7051.50|128250.00|128250.00
791|55290823933966200000000000.00|2371.65|0.00|0.00|750478039337812000000000000.00|7114.96|128550.00|128550.00
792|59161181609343900000000000.00|2393.00|0.00|0.00|809639220947156000000000000.00|7179.00|128850.00|128850.00
793|63302464321998000000000000.00|2414.54|0.00|0.00|872941685269154000000000000.00|7243.61|129150.00|129150.00
794|67733636824537800000000000.00|2436.27|0.00|0.00|940675322093692000000000000.00|7308.80|129450.00|129450.00
795|72474991402255500000000000.00|2458.19|0.00|0.00|1013150313495950000000000000.00|7374.58|129750.00|129750.00
796|77548240800413400000000000.00|2480.32|0.00|0.00|1090698554296360000000000000.00|7440.95|130050.00|130050.00
797|82976617656442300000000000.00|2502.64|0.00|0.00|1173675171952800000000000000.00|7507.92|130350.00|130350.00
798|88784980892393300000000000.00|2525.16|0.00|0.00|1262460152845200000000000000.00|7575.49|130650.00|130650.00
799|94999929554860800000000000.00|2547.89|0.00|0.00|1357460082400060000000000000.00|7643.67|130950.00|130950.00
800|101649924623701000000000000.00|2570.82|0.00|0.00|1934221035863780000000000000.00|7712.46|131250.00|131250.00
801|108765419347360000000000000.00|2593.96|0.00|0.00|1466225501747420000000000000.00|7781.87|131250.00|131250.00
802|116378998701675000000000000.00|2617.30|0.00|0.00|1582604500449090000000000000.00|7851.91|131250.00|131250.00
803|124525528610793000000000000.00|2640.86|0.00|0.00|1707130029059890000000000000.00|7922.58|131250.00|131250.00
804|133242315613548000000000000.00|2664.63|0.00|0.00|1840372344673430000000000000.00|7993.88|131250.00|131250.00
805|142569277706497000000000000.00|2688.61|0.00|0.00|1982941622379930000000000000.00|8065.83|131250.00|131250.00
806|152549127145951000000000000.00|2712.81|0.00|0.00|2135490749525880000000000000.00|8138.42|131250.00|131250.00
807|163227566046168000000000000.00|2737.22|0.00|0.00|2298718315572050000000000000.00|8211.67|131250.00|131250.00
808|174653495669400000000000000.00|2761.86|0.00|0.00|2473371811241450000000000000.00|8285.57|131250.00|131250.00
809|186879240366258000000000000.00|2786.71|0.00|0.00|2660251051607710000000000000.00|8360.14|131250.00|131250.00
810|199960787191896000000000000.00|2811.79|0.00|0.00|2860211838799600000000000000.00|8435.38|131250.00|131250.00
811|213958042295328000000000000.00|2837.10|0.00|0.00|3074169881094930000000000000.00|8511.30|131250.00|131250.00
812|228935105256001000000000000.00|2862.63|0.00|0.00|3303104986350930000000000000.00|8587.90|131250.00|131250.00
813|244960562623921000000000000.00|2888.40|0.00|0.00|3548065548974850000000000000.00|8665.19|131250.00|131250.00
814|262107802007596000000000000.00|2914.39|0.00|0.00|3810173350982450000000000000.00|8743.18|131250.00|131250.00
815|280455348148128000000000000.00|2940.62|0.00|0.00|4090628699130580000000000000.00|8821.87|131250.00|131250.00
816|300087222518497000000000000.00|2967.09|0.00|0.00|4390715921649070000000000000.00|8901.27|131250.00|131250.00
817|321093328094791000000000000.00|2993.79|0.00|0.00|4711809249743860000000000000.00|8981.38|131250.00|131250.00
818|343569861061427000000000000.00|3020.74|0.00|0.00|5055379110805290000000000000.00|9062.21|131250.00|131250.00
819|367619751335727000000000000.00|3047.92|0.00|0.00|5422998862141020000000000000.00|9143.77|131250.00|131250.00
820|393353133929228000000000000.00|3075.35|0.00|0.00|5816351996070250000000000000.00|9226.06|131250.00|131250.00
821|420887853304274000000000000.00|3103.03|0.00|0.00|6237239849374520000000000000.00|9309.10|131250.00|131250.00
822|450350003035573000000000000.00|3130.96|0.00|0.00|6687589852410090000000000000.00|9392.88|131250.00|131250.00
823|481874503248063000000000000.00|3159.14|0.00|0.00|7169464355658160000000000000.00|9477.41|131250.00|131250.00
824|515605718475427000000000000.00|3187.57|0.00|0.00|7685070074133580000000000000.00|9562.71|131250.00|131250.00
825|551698118768707000000000000.00|3216.26|0.00|0.00|9389528704022330000000000000.00|9648.78|131250.00|131250.00
826|590316987082517000000000000.00|3245.21|0.00|0.00|8275387061216100000000000000.00|9735.62|131550.00|131400.00
827|631639176178293000000000000.00|3274.41|0.00|0.00|8907026237394390000000000000.00|9823.24|131850.00|131550.00
828|675853918510774000000000000.00|3303.88|0.00|0.00|9582880155905170000000000000.00|9911.64|132150.00|131700.00
829|723163692806528000000000000.00|3333.62|0.00|0.00|10306043848711700000000000000.00|10000.85|132450.00|131850.00
830|773785151302985000000000000.00|3363.62|0.00|0.00|11079829000014700000000000000.00|10090.86|132750.00|132000.00
831|827950111894194000000000000.00|3393.89|0.00|0.00|11907779111908900000000000000.00|10181.67|133050.00|132150.00
832|885906619726788000000000000.00|3424.44|0.00|0.00|12793685731635700000000000000.00|10273.31|133350.00|132300.00
833|947920083107663000000000000.00|3455.26|0.00|0.00|13741605814743300000000000000.00|10365.77|133650.00|132450.00
834|1014274488925200000000000000.00|3486.35|0.00|0.00|14755880303668500000000000000.00|10459.06|133950.00|132600.00
835|1085273703149960000000000000.00|3517.73|0.00|0.00|15841154006818500000000000000.00|10553.19|134250.00|132750.00
836|1161242862370460000000000000.00|3549.39|0.00|0.00|17002396869189000000000000000.00|10648.17|134550.00|132900.00
837|1242529862736390000000000000.00|3581.34|0.00|0.00|18244926731925300000000000000.00|10744.01|134850.00|133050.00
838|1329506953127940000000000000.00|3613.57|0.00|0.00|19574433685053300000000000000.00|10840.70|135150.00|133200.00
839|1422572439846900000000000000.00|3646.09|0.00|0.00|20997006124900200000000000000.00|10938.27|135450.00|133350.00
840|1522152510636180000000000000.00|3678.90|0.00|0.00|22519158635536400000000000000.00|11036.71|135750.00|133500.00
841|1628703186380710000000000000.00|3712.01|0.00|0.00|24147861821917100000000000000.00|11136.04|136050.00|133650.00
842|1742712409427360000000000000.00|3745.42|0.00|0.00|25890574231344400000000000000.00|11236.27|136350.00|133800.00
843|1864702278087280000000000000.00|3779.13|0.00|0.00|27755276509431700000000000000.00|11337.39|136650.00|133950.00
844|1995231437553390000000000000.00|3813.14|0.00|0.00|29750507946985100000000000000.00|11439.43|136950.00|134100.00
845|2134897638182120000000000000.00|3847.46|0.00|0.00|31885405585167200000000000000.00|11542.38|137250.00|134250.00
846|2284340472854870000000000000.00|3882.09|0.00|0.00|34169746058022100000000000000.00|11646.27|137550.00|134400.00
847|2444244305954710000000000000.00|3917.03|0.00|0.00|36613990363976800000000000000.00|11751.08|137850.00|134550.00
848|2615341407371540000000000000.00|3952.28|0.00|0.00|39229331771348400000000000000.00|11856.84|138150.00|134700.00
849|2798415305887550000000000000.00|3987.85|0.00|0.00|42027747077235900000000000000.00|11963.55|138450.00|134850.00
850|2994304377299680000000000000.00|4023.74|0.00|0.00|51326213516121000000000000000.00|12071.23|138750.00|135000.00
851|3413506990121640000000000000.00|4059.96|0.00|0.00|45441254067357500000000000000.00|12179.87|135300.00|138900.00
852|3652452479430150000000000000.00|4096.50|0.00|0.00|49093706546787700000000000000.00|12289.49|135600.00|139050.00
853|3908124152990260000000000000.00|4133.36|0.00|0.00|53001830699778000000000000000.00|12400.09|135900.00|139200.00
854|4181692843699580000000000000.00|4170.56|0.00|0.00|57183523543477500000000000000.00|12511.69|136200.00|139350.00
855|4474411342758550000000000000.00|4208.10|0.00|0.00|61657934886236100000000000000.00|12624.30|136500.00|139500.00
856|4787620136751650000000000000.00|4245.97|0.00|0.00|66445555022987700000000000000.00|12737.92|136800.00|139650.00
857|5122753546324270000000000000.00|4284.19|0.00|0.00|71568308569312000000000000000.00|12852.56|137100.00|139800.00
858|5481346294566970000000000000.00|4322.74|0.00|0.00|77049654863879000000000000000.00|12968.23|137400.00|139950.00
859|5865040535186650000000000000.00|4361.65|0.00|0.00|82914695399065600000000000000.00|13084.94|137700.00|140100.00
860|6275593372649720000000000000.00|4400.90|0.00|0.00|89190288771715400000000000000.00|13202.71|138000.00|140250.00
861|6714884908735200000000000000.00|4440.51|0.00|0.00|95905173680450600000000000000.00|13321.53|138300.00|140400.00
862|7184926852346670000000000000.00|4480.48|0.00|0.00|103090100532797000000000000000.00|13441.43|138600.00|140550.00
863|7687871732010930000000000000.00|4520.80|0.00|0.00|110777972264808000000000000000.00|13562.40|138900.00|140700.00
864|8226022753251700000000000000.00|4561.49|0.00|0.00|119003995018060000000000000000.00|13684.46|139200.00|140850.00
865|8801844345979320000000000000.00|4602.54|0.00|0.00|127805839364039000000000000000.00|13807.62|139500.00|141000.00
866|9417973450197870000000000000.00|4643.96|0.00|0.00|137223812814237000000000000000.00|13931.89|139800.00|141150.00
867|10077231591711700000000000000.00|4685.76|0.00|0.00|147301044405949000000000000000.00|14057.28|140100.00|141300.00
868|10782637803131500000000000000.00|4727.93|0.00|0.00|158083682209080000000000000000.00|14183.79|140400.00|141450.00
869|11537422449350800000000000000.00|4770.48|0.00|0.00|169621104658431000000000000000.00|14311.45|140700.00|141600.00
870|12345042020805300000000000000.00|4813.42|0.00|0.00|181966146679236000000000000000.00|14440.25|141000.00|141750.00
871|13209194962261700000000000000.00|4856.74|0.00|0.00|195175341641498000000000000000.00|14570.21|141300.00|141900.00
872|14133838609620000000000000000.00|4900.45|0.00|0.00|209309180251118000000000000000.00|14701.34|141600.00|142050.00
873|15123207312293400000000000000.00|4944.55|0.00|0.00|224432387563411000000000000000.00|14833.66|141900.00|142200.00
874|16181831824153900000000000000.00|4989.05|0.00|0.00|240614219387565000000000000000.00|14967.16|142200.00|142350.00
875|17314560051844700000000000000.00|5033.95|0.00|0.00|342143756225058000000000000000.00|15101.86|142500.00|142500.00
876|18526579255473800000000000000.00|5079.26|0.00|0.00|259140798643039000000000000000.00|15237.78|142800.00|142800.00
877|19823439803357000000000000000.00|5124.97|0.00|0.00|278964238446396000000000000000.00|15374.92|143100.00|143100.00
878|21211080589592000000000000000.00|5171.10|0.00|0.00|300175319035988000000000000000.00|15513.29|143400.00|143400.00
879|22695856230863500000000000000.00|5217.64|0.00|0.00|322871175266852000000000000000.00|15652.91|143700.00|143700.00
880|24284566167023900000000000000.00|5264.60|0.00|0.00|347155741433876000000000000000.00|15793.79|144000.00|144000.00
881|27684405430407200000000000000.00|5311.98|0.00|0.00|374840146864283000000000000000.00|15935.93|144300.00|144300.00
882|29622313810535800000000000000.00|5359.79|0.00|0.00|404462460674819000000000000000.00|16079.36|144600.00|144600.00
883|31695875777273300000000000000.00|5408.02|0.00|0.00|436158336452092000000000000000.00|16224.07|144900.00|144900.00
884|33914587081682400000000000000.00|5456.70|0.00|0.00|470072923533774000000000000000.00|16370.09|145200.00|145200.00
885|36288608177400200000000000000.00|5505.81|0.00|0.00|506361531711174000000000000000.00|16517.42|145500.00|145500.00
886|38828810749818200000000000000.00|5555.36|0.00|0.00|545190342460993000000000000000.00|16666.08|145800.00|145800.00
887|41546827502305400000000000000.00|5605.36|0.00|0.00|586737169963298000000000000000.00|16816.07|146100.00|146100.00
888|44455105427466800000000000000.00|5655.81|0.00|0.00|631192275390765000000000000000.00|16967.42|146400.00|146400.00
889|47566962807389500000000000000.00|5706.71|0.00|0.00|678759238198154000000000000000.00|17120.12|146700.00|146700.00
890|50896650203906800000000000000.00|5758.07|0.00|0.00|729655888402061000000000000000.00|17274.20|147000.00|147000.00
891|58022181232453700000000000000.00|5809.89|0.00|0.00|787678069634515000000000000000.00|17429.67|147300.00|147300.00
892|62083733918725500000000000000.00|5862.18|0.00|0.00|849761803553240000000000000000.00|17586.54|147600.00|147600.00
893|66429595293036300000000000000.00|5914.94|0.00|0.00|916191398846277000000000000000.00|17744.82|147900.00|147900.00
894|71079666963548800000000000000.00|5968.17|0.00|0.00|987271065809826000000000000000.00|17904.52|148200.00|148200.00
895|76055243650997200000000000000.00|6021.89|0.00|0.00|1063326309460820000000000000000.00|18065.66|148500.00|148500.00
896|81379110706567100000000000000.00|6076.08|0.00|0.00|1144705420167390000000000000000.00|18228.25|148800.00|148800.00
897|87075648456026800000000000000.00|6130.77|0.00|0.00|1231781068623420000000000000000.00|18392.31|149100.00|149100.00
898|93170943847948600000000000000.00|6185.95|0.00|0.00|1324952012471370000000000000000.00|18557.84|149400.00|149400.00
899|99692909917305000000000000000.00|6241.62|0.00|0.00|1424644922388670000000000000000.00|18724.86|149700.00|149700.00
900|106671413611516000000000000000.00|6297.79|0.00|0.00|2029942058836220000000000000000.00|18893.38|150000.00|150000.00
901|114138412564323000000000000000.00|6354.47|0.00|0.00|1538783334952990000000000000000.00|19063.42|150000.00|150000.00
