 Stage|계산용|계산용|계산용|Offline_Gold|Offline_Spirit|Offline_Exp|Offline_Spiritstone|Offline_Equipment_Summon_Ticket|Offline_Hero_Summon_Ticket
700|4907.48|7361.22|67723.22|145121.19|95779.99|3500|70|0.4|0.6
701|4921.50|7382.25|67916.70|145535.79|96053.62|3505|70|0.4|0.6
702|4935.54|7403.31|68110.45|145950.97|96327.64|3510|70|0.4|0.6
703|4949.60|7424.40|68304.48|146366.74|96602.05|3515|80|0.4|0.6
704|4963.68|7445.52|68498.78|146783.11|96876.85|3520|80|0.4|0.6
705|4977.78|7466.67|68693.36|147200.07|97152.04|3525|80|0.4|0.6
706|4991.90|7487.85|68888.22|147617.61|97427.63|3530|80|0.4|0.6
707|5006.04|7509.06|69083.35|148035.75|97703.60|3535|80|0.4|0.6
708|5020.20|7530.30|69278.76|148454.49|97979.96|3540|80|0.4|0.6
709|5034.38|7551.57|69474.44|148873.81|98256.71|3545|80|0.4|0.6
710|5048.58|7572.87|69670.40|149293.72|98533.86|3550|80|0.4|0.6
711|5062.80|7594.20|69866.64|149714.23|98811.39|3555|80|0.4|0.6
712|5077.04|7615.56|70063.15|150135.33|99089.31|3560|80|0.4|0.6
713|5091.30|7636.95|70259.94|150557.01|99367.63|3565|80|0.4|0.6
714|5105.58|7658.37|70457.00|150979.29|99646.33|3570|80|0.4|0.6
715|5119.88|7679.82|70654.34|151402.17|99925.43|3575|80|0.4|0.6
716|5134.20|7701.30|70851.96|151825.63|100204.91|3580|80|0.4|0.6
717|5148.54|7722.81|71049.85|152249.68|100484.79|3585|80|0.4|0.6
718|5162.90|7744.35|71248.02|152674.33|100765.06|3590|80|0.4|0.6
719|5177.28|7765.92|71446.46|153099.57|101045.71|3595|80|0.4|0.6
720|5191.68|7787.52|71645.18|153525.39|101326.76|3600|80|0.4|0.6
721|5206.10|7809.15|71844.18|153951.81|101608.20|3605|80|0.4|0.6
722|5220.54|7830.81|72043.45|154378.83|101890.02|3610|80|0.4|0.6
723|5235.00|7852.50|72243.00|154806.43|102172.24|3615|80|0.4|0.6
724|5249.48|7874.22|72442.82|155234.62|102454.85|3620|80|0.4|0.6
725|5263.98|7895.97|72642.92|155663.41|102737.85|3625|80|0.4|0.6
726|5278.50|7917.75|72843.30|156092.79|103021.24|3630|80|0.4|0.6
727|5293.04|7939.56|73043.95|156522.75|103305.02|3635|80|0.4|0.6
728|5307.60|7961.40|73244.88|156953.31|103589.19|3640|80|0.4|0.6
729|5322.18|7983.27|73446.08|157384.47|103873.75|3645|80|0.4|0.6
730|5336.78|8005.17|73647.56|157816.21|104158.70|3650|80|0.4|0.6
731|5351.40|8027.10|73849.32|158248.54|104444.04|3655|80|0.4|0.6
732|5366.04|8049.06|74051.35|158681.47|104729.77|3660|80|0.4|0.6
733|5380.70|8071.05|74253.66|159114.99|105015.89|3665|80|0.4|0.6
734|5395.38|8093.07|74456.24|159549.09|105302.40|3670|80|0.4|0.6
735|5410.08|8115.12|74659.10|159983.79|105589.30|3675|80|0.4|0.6
736|5424.80|8137.20|74862.24|160419.09|105876.60|3680|80|0.4|0.6
737|5439.54|8159.31|75065.65|160854.97|106164.28|3685|80|0.4|0.6
738|5454.30|8181.45|75269.34|161291.44|106452.35|3690|80|0.4|0.6
739|5469.08|8203.62|75473.30|161728.51|106740.82|3695|80|0.4|0.6
740|5483.88|8225.82|75677.54|162166.17|107029.67|3700|80|0.4|0.6
741|5498.70|8248.05|75882.06|162604.41|107318.91|3705|80|0.4|0.6
742|5513.54|8270.31|76086.85|163043.25|107608.55|3710|80|0.4|0.6
743|5528.40|8292.60|76291.92|163482.69|107898.57|3715|80|0.4|0.6
744|5543.28|8314.92|76497.26|163922.71|108188.99|3720|80|0.4|0.6
745|5558.18|8337.27|76702.88|164363.32|108479.79|3725|80|0.4|0.6
746|5573.10|8359.65|76908.78|164804.53|108770.99|3730|80|0.4|0.6
747|5588.04|8382.06|77114.95|165246.33|109062.57|3735|80|0.4|0.6
748|5603.00|8404.50|77321.40|165688.71|109354.55|3740|80|0.4|0.6
749|5617.98|8426.97|77528.12|166131.69|109646.92|3745|80|0.4|0.6
750|5632.98|8449.47|77735.12|166575.27|109939.68|3750|80|0.4|0.6
751|5648.00|8472.00|77942.40|167019.43|110232.82|3755|80|0.4|0.6
752|5663.04|8494.56|78149.95|167464.18|110526.36|3760|80|0.4|0.6
753|5678.10|8517.15|78357.78|167909.53|110820.29|3765|80|0.4|0.6
754|5693.18|8539.77|78565.88|168355.47|111114.61|3770|80|0.4|0.6
755|5708.28|8562.42|78774.26|168801.99|111409.32|3775|80|0.4|0.6
756|5723.40|8585.10|78982.92|169249.11|111704.42|3780|80|0.4|0.6
757|5738.54|8607.81|79191.85|169696.83|111999.90|3785|80|0.4|0.6
758|5753.70|8630.55|79401.06|170145.13|112295.78|3790|80|0.4|0.6
759|5768.88|8653.32|79610.54|170594.02|112592.06|3795|80|0.4|0.6
760|5784.08|8676.12|79820.30|171043.51|112888.72|3800|80|0.4|0.6
761|5799.30|8698.95|80030.34|171493.59|113185.77|3805|80|0.4|0.6
762|5814.54|8721.81|80240.65|171944.25|113483.21|3810|80|0.4|0.6
763|5829.80|8744.70|80451.24|172395.51|113781.04|3815|80|0.4|0.6
764|5845.08|8767.62|80662.10|172847.37|114079.26|3820|80|0.4|0.6
765|5860.38|8790.57|80873.24|173299.81|114377.87|3825|80|0.4|0.6
766|5875.70|8813.55|81084.66|173752.84|114676.88|3830|80|0.4|0.6
767|5891.04|8836.56|81296.35|174206.47|114976.27|3835|80|0.4|0.6
768|5906.40|8859.60|81508.32|174660.69|115276.05|3840|80|0.4|0.6
769|5921.78|8882.67|81720.56|175115.49|115576.23|3845|80|0.4|0.6
770|5937.18|8905.77|81933.08|175570.89|115876.79|3850|80|0.4|0.6
771|5952.60|8928.90|82145.88|176026.89|116177.74|3855|80|0.4|0.6
772|5968.04|8952.06|82358.95|176483.47|116479.09|3860|80|0.4|0.6
773|5983.50|8975.25|82572.30|176940.64|116780.82|3865|80|0.4|0.6
774|5998.98|8998.47|82785.92|177398.41|117082.95|3870|80|0.4|0.6
775|6014.48|9021.72|82999.82|177856.77|117385.47|3875|80|0.4|0.6
776|6030.00|9045.00|83214.00|178315.71|117688.37|3880|80|0.4|0.6
777|6045.54|9068.31|83428.45|178775.25|117991.67|3885|80|0.4|0.6
778|6061.10|9091.65|83643.18|179235.39|118295.35|3890|80|0.4|0.6
779|6076.68|9115.02|83858.18|179696.11|118599.43|3895|80|0.4|0.6
780|6092.28|9138.42|84073.46|180157.42|118903.90|3900|80|0.6|0.6
781|6107.90|9161.85|84289.02|180619.33|119208.76|3905|80|0.6|0.6
782|6123.54|9185.31|84504.85|181081.83|119514.00|3910|80|0.6|0.6
783|6139.20|9208.80|84720.96|181544.91|119819.64|3915|80|0.6|0.6
784|6154.88|9232.32|84937.34|182008.59|120125.67|3920|80|0.6|0.6
785|6170.58|9255.87|85154.00|182472.87|120432.09|3925|80|0.6|0.6
786|6186.30|9279.45|85370.94|182937.73|120738.90|3930|80|0.6|0.6
787|6202.04|9303.06|85588.15|183403.18|121046.10|3935|80|0.6|0.6
788|6217.80|9326.70|85805.64|183869.23|121353.69|3940|80|0.6|0.6
789|6233.58|9350.37|86023.40|184335.87|121661.67|3945|80|0.6|0.6
790|6249.38|9374.07|86241.44|184803.09|121970.04|3950|80|0.6|0.6
791|6265.20|9397.80|86459.76|185270.91|122278.80|3955|80|0.6|0.6
792|6281.04|9421.56|86678.35|185739.33|122587.95|3960|80|0.6|0.6
793|6296.90|9445.35|86897.22|186208.33|122897.50|3965|80|0.6|0.6
794|6312.78|9469.17|87116.36|186677.92|123207.43|3970|80|0.6|0.6
795|6328.68|9493.02|87335.78|187148.11|123517.75|3975|80|0.6|0.6
796|6344.60|9516.90|87555.48|187618.89|123828.46|3980|80|0.6|0.6
797|6360.54|9540.81|87775.45|188090.25|124139.57|3985|80|0.6|0.6
798|6376.50|9564.75|87995.70|188562.21|124451.06|3990|80|0.6|0.6
799|6392.48|9588.72|88216.22|189034.77|124762.95|3995|80|0.6|0.6
800|6408.48|9612.72|88437.02|189507.91|125075.22|4000|80|0.6|0.6
801|6424.50|9636.75|88658.10|189981.64|125387.88|4005|80|0.6|0.6
802|6440.54|9660.81|88879.45|190455.97|125700.94|4010|80|0.6|0.6
803|6456.60|9684.90|89101.08|190930.89|126014.38|4015|90|0.6|0.6
804|6472.68|9709.02|89322.98|191406.39|126328.22|4020|90|0.6|0.6
805|6488.78|9733.17|89545.16|191882.49|126642.45|4025|90|0.6|0.6
806|6504.90|9757.35|89767.62|192359.19|126957.06|4030|90|0.6|0.6
807|6521.04|9781.56|89990.35|192836.47|127272.07|4035|90|0.6|0.6
808|6537.20|9805.80|90213.36|193314.34|127587.47|4040|90|0.6|0.6
809|6553.38|9830.07|90436.64|193792.81|127903.25|4045|90|0.6|0.6
810|6569.58|9854.37|90660.20|194271.87|128219.43|4050|90|0.6|0.6
811|6585.80|9878.70|90884.04|194751.51|128536.00|4055|90|0.6|0.6
812|6602.04|9903.06|91108.15|195231.75|128852.96|4060|90|0.6|0.6
813|6618.30|9927.45|91332.54|195712.59|129170.31|4065|90|0.6|0.6
814|6634.58|9951.87|91557.20|196194.01|129488.05|4070|90|0.6|0.6
815|6650.88|9976.32|91782.14|196676.02|129806.18|4075|90|0.6|0.6
816|6667.20|10000.80|92007.36|197158.63|130124.69|4080|90|0.6|0.6
817|6683.54|10025.31|92232.85|197641.83|130443.60|4085|90|0.6|0.6
818|6699.90|10049.85|92458.62|198125.61|130762.91|4090|90|0.6|0.6
819|6716.28|10074.42|92684.66|198609.99|131082.60|4095|90|0.6|0.6
820|6732.68|10099.02|92910.98|199094.97|131402.68|4100|90|0.6|0.6
821|6749.10|10123.65|93137.58|199580.53|131723.15|4105|90|0.6|0.6
822|6765.54|10148.31|93364.45|200066.68|132044.01|4110|90|0.6|0.6
823|6782.00|10173.00|93591.60|200553.43|132365.26|4115|90|0.6|0.6
824|6798.48|10197.72|93819.02|201040.77|132686.91|4120|90|0.6|0.6
825|6814.98|10222.47|94046.72|201528.69|133008.94|4125|90|0.6|0.6
826|6831.50|10247.25|94274.70|202017.21|133331.36|4130|90|0.6|0.6
827|6848.04|10272.06|94502.95|202506.33|133654.17|4135|90|0.6|0.6
828|6864.60|10296.90|94731.48|202996.03|133977.38|4140|90|0.6|0.6
829|6881.18|10321.77|94960.28|203486.32|134300.97|4145|90|0.6|0.6
830|6897.78|10346.67|95189.36|203977.21|134624.96|4150|90|0.6|0.6
831|6914.40|10371.60|95418.72|204468.69|134949.33|4155|90|0.6|0.6
832|6931.04|10396.56|95648.35|204960.75|135274.10|4160|90|0.6|0.6
833|6947.70|10421.55|95878.26|205453.41|135599.25|4165|90|0.6|0.6
834|6964.38|10446.57|96108.44|205946.67|135924.80|4170|90|0.6|0.6
835|6981.08|10471.62|96338.90|206440.51|136250.74|4175|90|0.6|0.6
836|6997.80|10496.70|96569.64|206934.94|136577.06|4180|90|0.6|0.6
837|7014.54|10521.81|96800.65|207429.97|136903.78|4185|90|0.6|0.6
838|7031.30|10546.95|97031.94|207925.59|137230.89|4190|90|0.6|0.6
839|7048.08|10572.12|97263.50|208421.79|137558.38|4195|90|0.6|0.6
840|7064.88|10597.32|97495.34|208918.59|137886.27|4200|90|0.6|0.6
841|7081.70|10622.55|97727.46|209415.99|138214.55|4205|90|0.6|0.6
842|7098.54|10647.81|97959.85|209913.97|138543.22|4210|90|0.6|0.6
843|7115.40|10673.10|98192.52|210412.54|138872.28|4215|90|0.6|0.6
844|7132.28|10698.42|98425.46|210911.71|139201.73|4220|90|0.6|0.6
845|7149.18|10723.77|98658.68|211411.47|139531.57|4225|90|0.6|0.6
846|7166.10|10749.15|98892.18|211911.81|139861.80|4230|90|0.6|0.6
847|7183.04|10774.56|99125.95|212412.75|140192.42|4235|90|0.6|0.6
848|7200.00|10800.00|99360.00|212914.29|140523.43|4240|90|0.6|0.6
849|7216.98|10825.47|99594.32|213416.41|140854.83|4245|90|0.6|0.6
850|7233.98|10850.97|99828.92|213919.12|141186.62|4250|90|0.6|0.6
851|7251.00|10876.50|100063.80|214422.43|141518.80|4255|90|0.6|0.6
852|7268.04|10902.06|100298.95|214926.33|141851.37|4260|90|0.6|0.6
853|7285.10|10927.65|100534.38|215430.81|142184.34|4265|90|0.6|0.6
854|7302.18|10953.27|100770.08|215935.89|142517.69|4270|90|0.6|0.6
855|7319.28|10978.92|101006.06|216441.57|142851.43|4275|90|0.6|0.6
856|7336.40|11004.60|101242.32|216947.83|143185.57|4280|90|0.6|0.6
857|7353.54|11030.31|101478.85|217454.68|143520.09|4285|90|0.6|0.6
858|7370.70|11056.05|101715.66|217962.13|143855.00|4290|90|0.6|0.6
859|7387.88|11081.82|101952.74|218470.17|144190.31|4295|90|0.6|0.6
860|7405.08|11107.62|102190.10|218978.79|144526.00|4300|90|0.6|0.6
861|7422.30|11133.45|102427.74|219488.01|144862.09|4305|90|0.6|0.6
862|7439.54|11159.31|102665.65|219997.83|145198.56|4310|90|0.6|0.6
863|7456.80|11185.20|102903.84|220508.23|145535.43|4315|90|0.6|0.6
864|7474.08|11211.12|103142.30|221019.22|145872.69|4320|90|0.6|0.6
865|7491.38|11237.07|103381.04|221530.81|146210.33|4325|90|0.6|0.6
866|7508.70|11263.05|103620.06|222042.99|146548.37|4330|90|0.6|0.6
867|7526.04|11289.06|103859.35|222555.75|146886.80|4335|90|0.6|0.6
868|7543.40|11315.10|104098.92|223069.11|147225.62|4340|90|0.6|0.6
869|7560.78|11341.17|104338.76|223583.07|147564.82|4345|90|0.6|0.6
870|7578.18|11367.27|104578.88|224097.61|147904.42|4350|90|0.6|0.6
871|7595.60|11393.40|104819.28|224612.74|148244.41|4355|90|0.6|0.6
872|7613.04|11419.56|105059.95|225128.47|148584.79|4360|90|0.6|0.6
873|7630.50|11445.75|105300.90|225644.79|148925.56|4365|90|0.6|0.6
874|7647.98|11471.97|105542.12|226161.69|149266.72|4370|90|0.6|0.6
875|7665.48|11498.22|105783.62|226679.19|149608.27|4375|90|0.6|0.6
876|7683.00|11524.50|106025.40|227197.29|149950.21|4380|90|0.6|0.6
877|7700.54|11550.81|106267.45|227715.97|150292.54|4385|90|0.6|0.6
878|7718.10|11577.15|106509.78|228235.24|150635.26|4390|90|0.6|0.6
879|7735.68|11603.52|106752.38|228755.11|150978.37|4395|90|0.6|0.6
880|7753.28|11629.92|106995.26|229275.57|151321.87|4400|90|0.6|0.6
881|7770.90|11656.35|107238.42|229796.61|151665.77|4405|90|0.6|0.6
882|7788.54|11682.81|107481.85|230318.25|152010.05|4410|90|0.6|0.6
883|7806.20|11709.30|107725.56|230840.49|152354.72|4415|90|0.6|0.6
884|7823.88|11735.82|107969.54|231363.31|152699.78|4420|90|0.6|0.6
885|7841.58|11762.37|108213.80|231886.72|153045.24|4425|90|0.6|0.6
886|7859.30|11788.95|108458.34|232410.73|153391.08|4430|90|0.6|0.6
887|7877.04|11815.56|108703.15|232935.33|153737.31|4435|90|0.6|0.6
888|7894.80|11842.20|108948.24|233460.51|154083.94|4440|90|0.6|0.6
889|7912.58|11868.87|109193.60|233986.29|154430.95|4445|90|0.6|0.6
890|7930.38|11895.57|109439.24|234512.67|154778.36|4450|90|0.6|0.6
891|7948.20|11922.30|109685.16|235039.63|155126.15|4455|90|0.6|0.6
892|7966.04|11949.06|109931.35|235567.18|155474.34|4460|90|0.6|0.6
893|7983.90|11975.85|110177.82|236095.33|155822.92|4465|90|0.6|0.6
894|8001.78|12002.67|110424.56|236624.07|156171.88|4470|90|0.6|0.6
895|8019.68|12029.52|110671.58|237153.39|156521.24|4475|90|0.6|0.6
896|8037.60|12056.40|110918.88|237683.31|156870.99|4480|90|0.6|0.6
897|8055.54|12083.31|111166.45|238213.83|157221.12|4485|90|0.6|0.6
898|8073.50|12110.25|111414.30|238744.93|157571.65|4490|90|0.6|0.6
899|8091.48|12137.22|111662.42|239276.62|157922.57|4495|90|0.6|0.6
900|8109.48|12164.22|111910.82|239808.91|158273.88|4500|90|0.6|0.6
901|8127.50|12191.25|112159.50|240341.79|158625.58|4505|90|0.6|0.8
902|8145.54|12218.31|112408.45|240875.25|158977.67|4510|90|0.6|0.8
903|8163.60|12245.40|112657.68|241409.31|159330.15|4515|100|0.6|0.8
904|8181.68|12272.52|112907.18|241943.97|159683.02|4520|100|0.6|0.8
905|8199.78|12299.67|113156.96|242479.21|160036.28|4525|100|0.6|0.8
906|8217.90|12326.85|113407.02|243015.04|160389.93|4530|100|0.6|0.8
907|8236.04|12354.06|113657.35|243551.47|160743.97|4535|100|0.6|0.8
908|8254.20|12381.30|113907.96|244088.49|161098.40|4540|100|0.6|0.8
909|8272.38|12408.57|114158.84|244626.09|161453.22|4545|100|0.6|0.8
910|8290.58|12435.87|114410.00|245164.29|161808.43|4550|100|0.6|0.8
911|8308.80|12463.20|114661.44|245703.09|162164.04|4555|100|0.6|0.8
912|8327.04|12490.56|114913.15|246242.47|162520.03|4560|100|0.6|0.8
913|8345.30|12517.95|115165.14|246782.44|162876.41|4565|100|0.6|0.8
914|8363.58|12545.37|115417.40|247323.01|163233.19|4570|100|0.6|0.8
915|8381.88|12572.82|115669.94|247864.17|163590.35|4575|100|0.6|0.8
916|8400.20|12600.30|115922.76|248405.91|163947.90|4580|100|0.6|0.8
917|8418.54|12627.81|116175.85|248948.25|164305.85|4585|100|0.6|0.8
918|8436.90|12655.35|116429.22|249491.19|164664.18|4590|100|0.6|0.8
919|8455.28|12682.92|116682.86|250034.71|165022.91|4595|100|0.6|0.8
920|8473.68|12710.52|116936.78|250578.82|165382.02|4600|100|0.6|0.8
921|8492.10|12738.15|117190.98|251123.53|165741.53|4605|100|0.6|0.8
922|8510.54|12765.81|117445.45|251668.83|166101.42|4610|100|0.6|0.8
923|8529.00|12793.50|117700.20|252214.71|166461.71|4615|100|0.6|0.8
924|8547.48|12821.22|117955.22|252761.19|166822.39|4620|100|0.6|0.8
925|8565.98|12848.97|118210.52|253308.27|167183.46|4625|100|0.6|0.8
926|8584.50|12876.75|118466.10|253855.93|167544.91|4630|100|0.6|0.8
927|8603.04|12904.56|118721.95|254404.18|167906.76|4635|100|0.6|0.8
928|8621.60|12932.40|118978.08|254953.03|168269.00|4640|100|0.6|0.8
929|8640.18|12960.27|119234.48|255502.47|168631.63|4645|100|0.6|0.8
930|8658.78|12988.17|119491.16|256052.49|168994.65|4650|100|0.6|0.8
931|8677.40|13016.10|119748.12|256603.11|169358.06|4655|100|0.6|0.8
932|8696.04|13044.06|120005.35|257154.33|169721.85|4660|100|0.6|0.8
933|8714.70|13072.05|120262.86|257706.13|170086.04|4665|100|0.6|0.8
934|8733.38|13100.07|120520.64|258258.52|170450.63|4670|100|0.6|0.8
935|8752.08|13128.12|120778.70|258811.51|170815.60|4675|100|0.6|0.8
936|8770.80|13156.20|121037.04|259365.09|171180.96|4680|100|0.6|0.8
937|8789.54|13184.31|121295.65|259919.25|171546.71|4685|100|0.6|0.8
938|8808.30|13212.45|121554.54|260474.01|171912.85|4690|100|0.6|0.8
939|8827.08|13240.62|121813.70|261029.37|172279.38|4695|100|0.6|0.8
940|8845.88|13268.82|122073.14|261585.31|172646.30|4700|100|0.6|0.8
941|8864.70|13297.05|122332.86|262141.84|173013.62|4705|100|0.6|0.8
942|8883.54|13325.31|122592.85|262698.97|173381.32|4710|100|0.6|0.8
943|8902.40|13353.60|122853.12|263256.69|173749.41|4715|100|0.6|0.8
944|8921.28|13381.92|123113.66|263814.99|174117.90|4720|100|0.6|0.8
945|8940.18|13410.27|123374.48|264373.89|174486.77|4725|100|0.6|0.8
946|8959.10|13438.65|123635.58|264933.39|174856.03|4730|100|0.6|0.8
947|8978.04|13467.06|123896.95|265493.47|175225.69|4735|100|0.6|0.8
948|8997.00|13495.50|124158.60|266054.14|175595.73|4740|100|0.6|0.8
949|9015.98|13523.97|124420.52|266615.41|175966.17|4745|100|0.6|0.8
950|9034.98|13552.47|124682.72|267177.27|176337.00|4750|100|0.6|0.8
951|9054.00|13581.00|124945.20|267739.71|176708.21|4755|100|0.6|0.8
952|9073.04|13609.56|125207.95|268302.75|177079.82|4760|100|0.6|0.8
953|9092.10|13638.15|125470.98|268866.39|177451.81|4765|100|0.6|0.8
954|9111.18|13666.77|125734.28|269430.61|177824.20|4770|100|0.6|0.8
955|9130.28|13695.42|125997.86|269995.42|178196.98|4775|100|0.6|0.8
956|9149.40|13724.10|126261.72|270560.83|178570.15|4780|100|0.6|0.8
957|9168.54|13752.81|126525.85|271126.83|178943.70|4785|100|0.6|0.8
958|9187.70|13781.55|126790.26|271693.41|179317.65|4790|100|0.6|0.8
959|9206.88|13810.32|127054.94|272260.59|179691.99|4795|100|0.6|0.8
960|9226.08|13839.12|127319.90|272828.37|180066.72|4800|100|0.6|0.8
961|9245.30|13867.95|127585.14|273396.73|180441.84|4805|100|0.6|0.8
962|9264.54|13896.81|127850.65|273965.68|180817.35|4810|100|0.6|0.8
963|9283.80|13925.70|128116.44|274535.23|181193.25|4815|100|0.6|0.8
964|9303.08|13954.62|128382.50|275105.37|181569.54|4820|100|0.6|0.8
965|9322.38|13983.57|128648.84|275676.09|181946.22|4825|100|0.6|0.8
966|9341.70|14012.55|128915.46|276247.41|182323.29|4830|100|0.6|0.8
967|9361.04|14041.56|129182.35|276819.33|182700.75|4835|100|0.6|0.8
968|9380.40|14070.60|129449.52|277391.83|183078.61|4840|100|0.6|0.8
969|9399.78|14099.67|129716.96|277964.92|183456.85|4845|100|0.6|0.8
970|9419.18|14128.77|129984.68|278538.61|183835.48|4850|100|0.6|0.8
971|9438.60|14157.90|130252.68|279112.89|184214.50|4855|100|0.6|0.8
972|9458.04|14187.06|130520.95|279687.75|184593.92|4860|100|0.6|0.8
973|9477.50|14216.25|130789.50|280263.21|184973.72|4865|100|0.6|0.8
974|9496.98|14245.47|131058.32|280839.27|185353.92|4870|100|0.6|0.8
975|9516.48|14274.72|131327.42|281415.91|185734.50|4875|100|0.6|0.8
976|9536.00|14304.00|131596.80|281993.14|186115.47|4880|100|0.6|0.8
977|9555.54|14333.31|131866.45|282570.97|186496.84|4885|100|0.6|0.8
978|9575.10|14362.65|132136.38|283149.39|186878.59|4890|100|0.6|0.8
979|9594.68|14392.02|132406.58|283728.39|187260.74|4895|100|0.6|0.8
980|9614.28|14421.42|132677.06|284307.99|187643.28|4900|100|0.6|0.8
981|9633.90|14450.85|132947.82|284888.19|188026.20|4905|100|0.6|0.8
982|9653.54|14480.31|133218.85|285468.97|188409.52|4910|100|0.6|0.8
983|9673.20|14509.80|133490.16|286050.34|188793.23|4915|100|0.6|0.8
984|9692.88|14539.32|133761.74|286632.31|189177.32|4920|100|0.6|0.8
985|9712.58|14568.87|134033.60|287214.87|189561.81|4925|100|0.6|0.8
986|9732.30|14598.45|134305.74|287798.01|189946.69|4930|100|0.6|0.8
987|9752.04|14628.06|134578.15|288381.75|190331.96|4935|100|0.6|0.8
988|9771.80|14657.70|134850.84|288966.09|190717.62|4940|100|0.6|0.8
989|9791.58|14687.37|135123.80|289551.01|191103.67|4945|100|0.6|0.8
990|9811.38|14717.07|135397.04|290136.52|191490.11|4950|100|0.6|0.8
991|9831.20|14746.80|135670.56|290722.63|191876.93|4955|100|0.6|0.8
992|9851.04|14776.56|135944.35|291309.33|192264.15|4960|100|0.6|0.8
993|9870.90|14806.35|136218.42|291896.61|192651.77|4965|100|0.6|0.8
994|9890.78|14836.17|136492.76|292484.49|193039.77|4970|100|0.6|0.8
995|9910.68|14866.02|136767.38|293072.97|193428.16|4975|100|0.6|0.8
996|9930.60|14895.90|137042.28|293662.03|193816.94|4980|100|0.6|0.8
997|9950.54|14925.81|137317.45|294251.68|194206.11|4985|100|0.6|0.8
998|9970.50|14955.75|137592.90|294841.93|194595.67|4990|100|0.6|0.8
999|9990.48|14985.72|137868.62|295432.77|194985.63|4995|100|0.6|0.8
1000|10010.48|15015.72|138144.62|296024.19|195375.97|5000|100|0.6|0.8
1001|10030.50|15045.75|138420.90|296616.21|195766.70|5005|100|0.6|0.8
1002|10050.54|15075.81|138697.45|297208.83|196157.82|5010|100|0.6|0.8
1003|10070.60|15105.90|138974.28|297802.03|196549.34|5015|110|0.6|0.8
1004|10090.68|15136.02|139251.38|298395.82|196941.24|5020|110|0.6|0.8
1005|10110.78|15166.17|139528.76|298990.21|197333.54|5025|110|0.6|0.8
1006|10130.90|15196.35|139806.42|299585.19|197726.22|5030|110|0.6|0.8
1007|10151.04|15226.56|140084.35|300180.75|198119.30|5035|110|0.6|0.8
1008|10171.20|15256.80|140362.56|300776.91|198512.76|5040|110|0.6|0.8
1009|10191.38|15287.07|140641.04|301373.67|198906.62|5045|110|0.6|0.8
1010|10211.58|15317.37|140919.80|301971.01|199300.87|5050|110|0.6|0.8
1011|10231.80|15347.70|141198.84|302568.94|199695.50|5055|110|0.6|0.8
1012|10252.04|15378.06|141478.15|303167.47|200090.53|5060|110|0.6|0.8
1013|10272.30|15408.45|141757.74|303766.59|200485.95|5065|110|0.6|0.8
1014|10292.58|15438.87|142037.60|304366.29|200881.75|5070|110|0.6|0.8
1015|10312.88|15469.32|142317.74|304966.59|201277.95|5075|110|0.6|0.8
1016|10333.20|15499.80|142598.16|305567.49|201674.54|5080|110|0.6|0.8
1017|10353.54|15530.31|142878.85|306168.97|202071.52|5085|110|0.6|0.8
1018|10373.90|15560.85|143159.82|306771.04|202468.89|5090|110|0.6|0.8
1019|10394.28|15591.42|143441.06|307373.71|202866.65|5095|110|0.6|0.8
1020|10414.68|15622.02|143722.58|307976.97|203264.80|5100|110|0.6|0.8
1021|10435.10|15652.65|144004.38|308580.81|203663.34|5105|110|0.6|0.8
1022|10455.54|15683.31|144286.45|309185.25|204062.27|5110|110|0.6|0.8
1023|10476.00|15714.00|144568.80|309790.29|204461.59|5115|110|0.6|0.8
1024|10496.48|15744.72|144851.42|310395.91|204861.30|5120|110|0.6|0.8
1025|10516.98|15775.47|145134.32|311002.12|205261.40|5125|110|0.6|0.8
1026|10537.50|15806.25|145417.50|311608.93|205661.89|5130|110|0.6|0.8
1027|10558.04|15837.06|145700.95|312216.33|206062.77|5135|110|0.6|0.8
1028|10578.60|15867.90|145984.68|312824.31|206464.05|5140|110|0.6|0.8
1029|10599.18|15898.77|146268.68|313432.89|206865.71|5145|110|0.6|0.8
1030|10619.78|15929.67|146552.96|314042.07|207267.76|5150|110|0.6|0.8
1031|10640.40|15960.60|146837.52|314651.83|207670.21|5155|110|0.6|0.8
1032|10661.04|15991.56|147122.35|315262.18|208073.04|5160|110|0.6|0.8
1033|10681.70|16022.55|147407.46|315873.13|208476.26|5165|110|0.6|0.8
1034|10702.38|16053.57|147692.84|316484.67|208879.88|5170|110|0.6|0.8
1035|10723.08|16084.62|147978.50|317096.79|209283.88|5175|110|0.6|0.8
1036|10743.80|16115.70|148264.44|317709.51|209688.28|5180|110|0.6|0.8
1037|10764.54|16146.81|148550.65|318322.83|210093.06|5185|110|0.6|0.8
1038|10785.30|16177.95|148837.14|318936.73|210498.24|5190|110|0.6|0.8
1039|10806.08|16209.12|149123.90|319551.22|210903.81|5195|110|0.6|0.8
1040|10826.88|16240.32|149410.94|320166.31|211309.76|5200|110|0.6|0.8
1041|10847.70|16271.55|149698.26|320781.99|211716.11|5205|110|0.6|0.8
1042|10868.54|16302.81|149985.85|321398.25|212122.85|5210|110|0.6|0.8
1043|10889.40|16334.10|150273.72|322015.11|212529.98|5215|110|0.6|0.8
1044|10910.28|16365.42|150561.86|322632.57|212937.49|5220|110|0.6|0.8
1045|10931.18|16396.77|150850.28|323250.61|213345.40|5225|110|0.6|0.8
