 스테이지|일반몹 한마리당 금화 획득량|일반몹 한마리당 혼백 획득량|일반몹 한마리당 영석 획득량|보스몹 한마리당 금화 획득량|보스몹 한마리당 혼백 획득량|보스몹 한마리당 영석 획득량|플레이어 경험치 획득량
834|6964.88|6964.88|834.00|69648.80|69648.80|834.00|834.00
835|6981.58|6981.58|835.00|69815.80|69815.80|835.00|835.00
836|6998.30|6998.30|836.00|69983.00|69983.00|836.00|836.00
837|7015.04|7015.04|837.00|70150.40|70150.40|837.00|837.00
838|7031.80|7031.80|838.00|70318.00|70318.00|838.00|838.00
839|7048.58|7048.58|839.00|70485.80|70485.80|839.00|839.00
840|7065.38|7065.38|840.00|70653.80|70653.80|840.00|840.00
841|7082.20|7082.20|841.00|70822.00|70822.00|841.00|841.00
842|7099.04|7099.04|842.00|70990.40|70990.40|842.00|842.00
843|7115.90|7115.90|843.00|71159.00|71159.00|843.00|843.00
844|7132.78|7132.78|844.00|71327.80|71327.80|844.00|844.00
845|7149.68|7149.68|845.00|71496.80|71496.80|845.00|845.00
846|7166.60|7166.60|846.00|71666.00|71666.00|846.00|846.00
847|7183.54|7183.54|847.00|71835.40|71835.40|847.00|847.00
848|7200.50|7200.50|848.00|72005.00|72005.00|848.00|848.00
849|7217.48|7217.48|849.00|72174.80|72174.80|849.00|849.00
850|7234.48|7234.48|850.00|72344.80|72344.80|850.00|850.00
851|7251.50|7251.50|851.00|72515.00|72515.00|851.00|851.00
852|7268.54|7268.54|852.00|72685.40|72685.40|852.00|852.00
853|7285.60|7285.60|853.00|72856.00|72856.00|853.00|853.00
854|7302.68|7302.68|854.00|73026.80|73026.80|854.00|854.00
855|7319.78|7319.78|855.00|73197.80|73197.80|855.00|855.00
856|7336.90|7336.90|856.00|73369.00|73369.00|856.00|856.00
857|7354.04|7354.04|857.00|73540.40|73540.40|857.00|857.00
858|7371.20|7371.20|858.00|73712.00|73712.00|858.00|858.00
859|7388.38|7388.38|859.00|73883.80|73883.80|859.00|859.00
860|7405.58|7405.58|860.00|74055.80|74055.80|860.00|860.00
861|7422.80|7422.80|861.00|74228.00|74228.00|861.00|861.00
862|7440.04|7440.04|862.00|74400.40|74400.40|862.00|862.00
863|7457.30|7457.30|863.00|74573.00|74573.00|863.00|863.00
864|7474.58|7474.58|864.00|74745.80|74745.80|864.00|864.00
865|7491.88|7491.88|865.00|74918.80|74918.80|865.00|865.00
866|7509.20|7509.20|866.00|75092.00|75092.00|866.00|866.00
867|7526.54|7526.54|867.00|75265.40|75265.40|867.00|867.00
868|7543.90|7543.90|868.00|75439.00|75439.00|868.00|868.00
869|7561.28|7561.28|869.00|75612.80|75612.80|869.00|869.00
870|7578.68|7578.68|870.00|75786.80|75786.80|870.00|870.00
871|7596.10|7596.10|871.00|75961.00|75961.00|871.00|871.00
872|7613.54|7613.54|872.00|76135.40|76135.40|872.00|872.00
873|7631.00|7631.00|873.00|76310.00|76310.00|873.00|873.00
874|7648.48|7648.48|874.00|76484.80|76484.80|874.00|874.00
875|7665.98|7665.98|875.00|76659.80|76659.80|875.00|875.00
876|7683.50|7683.50|876.00|76835.00|76835.00|876.00|876.00
877|7701.04|7701.04|877.00|77010.40|77010.40|877.00|877.00
878|7718.60|7718.60|878.00|77186.00|77186.00|878.00|878.00
879|7736.18|7736.18|879.00|77361.80|77361.80|879.00|879.00
880|7753.78|7753.78|880.00|77537.80|77537.80|880.00|880.00
881|7771.40|7771.40|881.00|77714.00|77714.00|881.00|881.00
882|7789.04|7789.04|882.00|77890.40|77890.40|882.00|882.00
883|7806.70|7806.70|883.00|78067.00|78067.00|883.00|883.00
884|7824.38|7824.38|884.00|78243.80|78243.80|884.00|884.00
885|7842.08|7842.08|885.00|78420.80|78420.80|885.00|885.00
886|7859.80|7859.80|886.00|78598.00|78598.00|886.00|886.00
887|7877.54|7877.54|887.00|78775.40|78775.40|887.00|887.00
888|7895.30|7895.30|888.00|78953.00|78953.00|888.00|888.00
889|7913.08|7913.08|889.00|79130.80|79130.80|889.00|889.00
890|7930.88|7930.88|890.00|79308.80|79308.80|890.00|890.00
891|7948.70|7948.70|891.00|79487.00|79487.00|891.00|891.00
892|7966.54|7966.54|892.00|79665.40|79665.40|892.00|892.00
893|7984.40|7984.40|893.00|79844.00|79844.00|893.00|893.00
894|8002.28|8002.28|894.00|80022.80|80022.80|894.00|894.00
895|8020.18|8020.18|895.00|80201.80|80201.80|895.00|895.00
896|8038.10|8038.10|896.00|80381.00|80381.00|896.00|896.00
897|8056.04|8056.04|897.00|80560.40|80560.40|897.00|897.00
898|8074.00|8074.00|898.00|80740.00|80740.00|898.00|898.00
899|8091.98|8091.98|899.00|80919.80|80919.80|899.00|899.00
900|8109.98|8109.98|900.00|81099.80|81099.80|900.00|900.00
901|8128.00|8128.00|901.00|81280.00|81280.00|901.00|901.00
902|8146.04|8146.04|902.00|81460.40|81460.40|902.00|902.00
903|8164.10|8164.10|903.00|81641.00|81641.00|903.00|903.00
904|8182.18|8182.18|904.00|81821.80|81821.80|904.00|904.00
905|8200.28|8200.28|905.00|82002.80|82002.80|905.00|905.00
906|8218.40|8218.40|906.00|82184.00|82184.00|906.00|906.00
907|8236.54|8236.54|907.00|82365.40|82365.40|907.00|907.00
908|8254.70|8254.70|908.00|82547.00|82547.00|908.00|908.00
909|8272.88|8272.88|909.00|82728.80|82728.80|909.00|909.00
910|8291.08|8291.08|910.00|82910.80|82910.80|910.00|910.00
911|8309.30|8309.30|911.00|83093.00|83093.00|911.00|911.00
912|8327.54|8327.54|912.00|83275.40|83275.40|912.00|912.00
913|8345.80|8345.80|913.00|83458.00|83458.00|913.00|913.00
914|8364.08|8364.08|914.00|83640.80|83640.80|914.00|914.00
915|8382.38|8382.38|915.00|83823.80|83823.80|915.00|915.00
916|8400.70|8400.70|916.00|84007.00|84007.00|916.00|916.00
917|8419.04|8419.04|917.00|84190.40|84190.40|917.00|917.00
918|8437.40|8437.40|918.00|84374.00|84374.00|918.00|918.00
919|8455.78|8455.78|919.00|84557.80|84557.80|919.00|919.00
920|8474.18|8474.18|920.00|84741.80|84741.80|920.00|920.00
921|8492.60|8492.60|921.00|84926.00|84926.00|921.00|921.00
922|8511.04|8511.04|922.00|85110.40|85110.40|922.00|922.00
923|8529.50|8529.50|923.00|85295.00|85295.00|923.00|923.00
924|8547.98|8547.98|924.00|85479.80|85479.80|924.00|924.00
925|8566.48|8566.48|925.00|85664.80|85664.80|925.00|925.00
926|8585.00|8585.00|926.00|85850.00|85850.00|926.00|926.00
927|8603.54|8603.54|927.00|86035.40|86035.40|927.00|927.00
928|8622.10|8622.10|928.00|86221.00|86221.00|928.00|928.00
929|8640.68|8640.68|929.00|86406.80|86406.80|929.00|929.00
930|8659.28|8659.28|930.00|86592.80|86592.80|930.00|930.00
931|8677.90|8677.90|931.00|86779.00|86779.00|931.00|931.00
932|8696.54|8696.54|932.00|86965.40|86965.40|932.00|932.00
933|8715.20|8715.20|933.00|87152.00|87152.00|933.00|933.00
934|8733.88|8733.88|934.00|87338.80|87338.80|934.00|934.00
935|8752.58|8752.58|935.00|87525.80|87525.80|935.00|935.00
936|8771.30|8771.30|936.00|87713.00|87713.00|936.00|936.00
937|8790.04|8790.04|937.00|87900.40|87900.40|937.00|937.00
938|8808.80|8808.80|938.00|88088.00|88088.00|938.00|938.00
939|8827.58|8827.58|939.00|88275.80|88275.80|939.00|939.00
940|8846.38|8846.38|940.00|88463.80|88463.80|940.00|940.00
941|8865.20|8865.20|941.00|88652.00|88652.00|941.00|941.00
942|8884.04|8884.04|942.00|88840.40|88840.40|942.00|942.00
943|8902.90|8902.90|943.00|89029.00|89029.00|943.00|943.00
944|8921.78|8921.78|944.00|89217.80|89217.80|944.00|944.00
945|8940.68|8940.68|945.00|89406.80|89406.80|945.00|945.00
946|8959.60|8959.60|946.00|89596.00|89596.00|946.00|946.00
947|8978.54|8978.54|947.00|89785.40|89785.40|947.00|947.00
948|8997.50|8997.50|948.00|89975.00|89975.00|948.00|948.00
949|9016.48|9016.48|949.00|90164.80|90164.80|949.00|949.00
950|9035.48|9035.48|950.00|90354.80|90354.80|950.00|950.00
951|9054.50|9054.50|951.00|90545.00|90545.00|951.00|951.00
952|9073.54|9073.54|952.00|90735.40|90735.40|952.00|952.00
953|9092.60|9092.60|953.00|90926.00|90926.00|953.00|953.00
954|9111.68|9111.68|954.00|91116.80|91116.80|954.00|954.00
955|9130.78|9130.78|955.00|91307.80|91307.80|955.00|955.00
956|9149.90|9149.90|956.00|91499.00|91499.00|956.00|956.00
957|9169.04|9169.04|957.00|91690.40|91690.40|957.00|957.00
958|9188.20|9188.20|958.00|91882.00|91882.00|958.00|958.00
959|9207.38|9207.38|959.00|92073.80|92073.80|959.00|959.00
960|9226.58|9226.58|960.00|92265.80|92265.80|960.00|960.00
961|9245.80|9245.80|961.00|92458.00|92458.00|961.00|961.00
962|9265.04|9265.04|962.00|92650.40|92650.40|962.00|962.00
963|9284.30|9284.30|963.00|92843.00|92843.00|963.00|963.00
964|9303.58|9303.58|964.00|93035.80|93035.80|964.00|964.00
965|9322.88|9322.88|965.00|93228.80|93228.80|965.00|965.00
966|9342.20|9342.20|966.00|93422.00|93422.00|966.00|966.00
967|9361.54|9361.54|967.00|93615.40|93615.40|967.00|967.00
968|9380.90|9380.90|968.00|93809.00|93809.00|968.00|968.00
969|9400.28|9400.28|969.00|94002.80|94002.80|969.00|969.00
970|9419.68|9419.68|970.00|94196.80|94196.80|970.00|970.00
971|9439.10|9439.10|971.00|94391.00|94391.00|971.00|971.00
972|9458.54|9458.54|972.00|94585.40|94585.40|972.00|972.00
973|9478.00|9478.00|973.00|94780.00|94780.00|973.00|973.00
974|9497.48|9497.48|974.00|94974.80|94974.80|974.00|974.00
975|9516.98|9516.98|975.00|95169.80|95169.80|975.00|975.00
976|9536.50|9536.50|976.00|95365.00|95365.00|976.00|976.00
977|9556.04|9556.04|977.00|95560.40|95560.40|977.00|977.00
978|9575.60|9575.60|978.00|95756.00|95756.00|978.00|978.00
979|9595.18|9595.18|979.00|95951.80|95951.80|979.00|979.00
980|9614.78|9614.78|980.00|96147.80|96147.80|980.00|980.00
981|9634.40|9634.40|981.00|96344.00|96344.00|981.00|981.00
982|9654.04|9654.04|982.00|96540.40|96540.40|982.00|982.00
983|9673.70|9673.70|983.00|96737.00|96737.00|983.00|983.00
984|9693.38|9693.38|984.00|96933.80|96933.80|984.00|984.00
985|9713.08|9713.08|985.00|97130.80|97130.80|985.00|985.00
986|9732.80|9732.80|986.00|97328.00|97328.00|986.00|986.00
987|9752.54|9752.54|987.00|97525.40|97525.40|987.00|987.00
988|9772.30|9772.30|988.00|97723.00|97723.00|988.00|988.00
989|9792.08|9792.08|989.00|97920.80|97920.80|989.00|989.00
990|9811.88|9811.88|990.00|98118.80|98118.80|990.00|990.00
991|9831.70|9831.70|991.00|98317.00|98317.00|991.00|991.00
992|9851.54|9851.54|992.00|98515.40|98515.40|992.00|992.00
993|9871.40|9871.40|993.00|98714.00|98714.00|993.00|993.00
994|9891.28|9891.28|994.00|98912.80|98912.80|994.00|994.00
995|9911.18|9911.18|995.00|99111.80|99111.80|995.00|995.00
996|9931.10|9931.10|996.00|99311.00|99311.00|996.00|996.00
997|9951.04|9951.04|997.00|99510.40|99510.40|997.00|997.00
998|9971.00|9971.00|998.00|99710.00|99710.00|998.00|998.00
999|9990.98|9990.98|999.00|99909.80|99909.80|999.00|999.00
1000|10010.98|10010.98|1000.00|100109.80|100109.80|1000.00|1000.00
1001|10031.00|10031.00|1001.00|100310.00|100310.00|1001.00|1001.00
1002|10051.04|10051.04|1002.00|100510.40|100510.40|1002.00|1002.00
1003|10071.10|10071.10|1003.00|100711.00|100711.00|1003.00|1003.00
1004|10091.18|10091.18|1004.00|100911.80|100911.80|1004.00|1004.00
1005|10111.28|10111.28|1005.00|101112.80|101112.80|1005.00|1005.00
1006|10131.40|10131.40|1006.00|101314.00|101314.00|1006.00|1006.00
1007|10151.54|10151.54|1007.00|101515.40|101515.40|1007.00|1007.00
1008|10171.70|10171.70|1008.00|101717.00|101717.00|1008.00|1008.00
1009|10191.88|10191.88|1009.00|101918.80|101918.80|1009.00|1009.00
1010|10212.08|10212.08|1010.00|102120.80|102120.80|1010.00|1010.00
1011|10232.30|10232.30|1011.00|102323.00|102323.00|1011.00|1011.00
1012|10252.54|10252.54|1012.00|102525.40|102525.40|1012.00|1012.00
1013|10272.80|10272.80|1013.00|102728.00|102728.00|1013.00|1013.00
1014|10293.08|10293.08|1014.00|102930.80|102930.80|1014.00|1014.00
1015|10313.38|10313.38|1015.00|103133.80|103133.80|1015.00|1015.00
1016|10333.70|10333.70|1016.00|103337.00|103337.00|1016.00|1016.00
1017|10354.04|10354.04|1017.00|103540.40|103540.40|1017.00|1017.00
1018|10374.40|10374.40|1018.00|103744.00|103744.00|1018.00|1018.00
1019|10394.78|10394.78|1019.00|103947.80|103947.80|1019.00|1019.00
1020|10415.18|10415.18|1020.00|104151.80|104151.80|1020.00|1020.00
1021|10435.60|10435.60|1021.00|104356.00|104356.00|1021.00|1021.00
1022|10456.04|10456.04|1022.00|104560.40|104560.40|1022.00|1022.00
1023|10476.50|10476.50|1023.00|104765.00|104765.00|1023.00|1023.00
1024|10496.98|10496.98|1024.00|104969.80|104969.80|1024.00|1024.00
1025|10517.48|10517.48|1025.00|105174.80|105174.80|1025.00|1025.00
1026|10538.00|10538.00|1026.00|105380.00|105380.00|1026.00|1026.00
1027|10558.54|10558.54|1027.00|105585.40|105585.40|1027.00|1027.00
1028|10579.10|10579.10|1028.00|105791.00|105791.00|1028.00|1028.00
1029|10599.68|10599.68|1029.00|105996.80|105996.80|1029.00|1029.00
1030|10620.28|10620.28|1030.00|106202.80|106202.80|1030.00|1030.00
1031|10640.90|10640.90|1031.00|106409.00|106409.00|1031.00|1031.00
1032|10661.54|10661.54|1032.00|106615.40|106615.40|1032.00|1032.00
1033|10682.20|10682.20|1033.00|106822.00|106822.00|1033.00|1033.00
1034|10702.88|10702.88|1034.00|107028.80|107028.80|1034.00|1034.00
1035|10723.58|10723.58|1035.00|107235.80|107235.80|1035.00|1035.00
1036|10744.30|10744.30|1036.00|107443.00|107443.00|1036.00|1036.00
1037|10765.04|10765.04|1037.00|107650.40|107650.40|1037.00|1037.00
1038|10785.80|10785.80|1038.00|107858.00|107858.00|1038.00|1038.00
1039|10806.58|10806.58|1039.00|108065.80|108065.80|1039.00|1039.00
1040|10827.38|10827.38|1040.00|108273.80|108273.80|1040.00|1040.00
1041|10848.20|10848.20|1041.00|108482.00|108482.00|1041.00|1041.00
1042|10869.04|10869.04|1042.00|108690.40|108690.40|1042.00|1042.00
1043|10889.90|10889.90|1043.00|108899.00|108899.00|1043.00|1043.00
1044|10910.78|10910.78|1044.00|109107.80|109107.80|1044.00|1044.00
1045|10931.68|10931.68|1045.00|109316.80|109316.80|1045.00|1045.00
1046|10952.60|10952.60|1046.00|109526.00|109526.00|1046.00|1046.00
1047|10973.54|10973.54|1047.00|109735.40|109735.40|1047.00|1047.00
1048|10994.50|10994.50|1048.00|109945.00|109945.00|1048.00|1048.00
1049|11015.48|11015.48|1049.00|110154.80|110154.80|1049.00|1049.00
1050|11036.48|11036.48|1050.00|110364.80|110364.80|1050.00|1050.00
1051|11057.50|11057.50|1051.00|110575.00|110575.00|1051.00|1051.00
1052|11078.54|11078.54|1052.00|110785.40|110785.40|1052.00|1052.00
1053|11099.60|11099.60|1053.00|110996.00|110996.00|1053.00|1053.00
1054|11120.68|11120.68|1054.00|111206.80|111206.80|1054.00|1054.00
1055|11141.78|11141.78|1055.00|111417.80|111417.80|1055.00|1055.00
1056|11162.90|11162.90|1056.00|111629.00|111629.00|1056.00|1056.00
1057|11184.04|11184.04|1057.00|111840.40|111840.40|1057.00|1057.00
1058|11205.20|11205.20|1058.00|112052.00|112052.00|1058.00|1058.00
1059|11226.38|11226.38|1059.00|112263.80|112263.80|1059.00|1059.00
1060|11247.58|11247.58|1060.00|112475.80|112475.80|1060.00|1060.00
1061|11268.80|11268.80|1061.00|112688.00|112688.00|1061.00|1061.00
1062|11290.04|11290.04|1062.00|112900.40|112900.40|1062.00|1062.00
1063|11311.30|11311.30|1063.00|113113.00|113113.00|1063.00|1063.00
1064|11332.58|11332.58|1064.00|113325.80|113325.80|1064.00|1064.00
1065|11353.88|11353.88|1065.00|113538.80|113538.80|1065.00|1065.00
1066|11375.20|11375.20|1066.00|113752.00|113752.00|1066.00|1066.00
1067|11396.54|11396.54|1067.00|113965.40|113965.40|1067.00|1067.00
1068|11417.90|11417.90|1068.00|114179.00|114179.00|1068.00|1068.00
1069|11439.28|11439.28|1069.00|114392.80|114392.80|1069.00|1069.00
1070|11460.68|11460.68|1070.00|114606.80|114606.80|1070.00|1070.00
1071|11482.10|11482.10|1071.00|114821.00|114821.00|1071.00|1071.00
1072|11503.54|11503.54|1072.00|115035.40|115035.40|1072.00|1072.00
1073|11525.00|11525.00|1073.00|115250.00|115250.00|1073.00|1073.00
1074|11546.48|11546.48|1074.00|115464.80|115464.80|1074.00|1074.00
1075|11567.98|11567.98|1075.00|115679.80|115679.80|1075.00|1075.00
1076|11589.50|11589.50|1076.00|115895.00|115895.00|1076.00|1076.00
1077|11611.04|11611.04|1077.00|116110.40|116110.40|1077.00|1077.00
1078|11632.60|11632.60|1078.00|116326.00|116326.00|1078.00|1078.00
1079|11654.18|11654.18|1079.00|116541.80|116541.80|1079.00|1079.00
1080|11675.78|11675.78|1080.00|116757.80|116757.80|1080.00|1080.00
1081|11697.40|11697.40|1081.00|116974.00|116974.00|1081.00|1081.00
1082|11719.04|11719.04|1082.00|117190.40|117190.40|1082.00|1082.00
1083|11740.70|11740.70|1083.00|117407.00|117407.00|1083.00|1083.00
1084|11762.38|11762.38|1084.00|117623.80|117623.80|1084.00|1084.00
1085|11784.08|11784.08|1085.00|117840.80|117840.80|1085.00|1085.00
1086|11805.80|11805.80|1086.00|118058.00|118058.00|1086.00|1086.00
1087|11827.54|11827.54|1087.00|118275.40|118275.40|1087.00|1087.00
1088|11849.30|11849.30|1088.00|118493.00|118493.00|1088.00|1088.00
1089|11871.08|11871.08|1089.00|118710.80|118710.80|1089.00|1089.00
1090|11892.88|11892.88|1090.00|118928.80|118928.80|1090.00|1090.00
1091|11914.70|11914.70|1091.00|119147.00|119147.00|1091.00|1091.00
1092|11936.54|11936.54|1092.00|119365.40|119365.40|1092.00|1092.00
1093|11958.40|11958.40|1093.00|119584.00|119584.00|1093.00|1093.00
1094|11980.28|11980.28|1094.00|119802.80|119802.80|1094.00|1094.00
1095|12002.18|12002.18|1095.00|120021.80|120021.80|1095.00|1095.00
1096|12024.10|12024.10|1096.00|120241.00|120241.00|1096.00|1096.00
1097|12046.04|12046.04|1097.00|120460.40|120460.40|1097.00|1097.00
1098|12068.00|12068.00|1098.00|120680.00|120680.00|1098.00|1098.00
1099|12089.98|12089.98|1099.00|120899.80|120899.80|1099.00|1099.00
1100|12111.98|12111.98|1100.00|121119.80|121119.80|1100.00|1100.00
1101|12134.00|12134.00|1101.00|121340.00|121340.00|1101.00|1101.00
1102|12156.04|12156.04|1102.00|121560.40|121560.40|1102.00|1102.00
1103|12178.10|12178.10|1103.00|121781.00|121781.00|1103.00|1103.00
1104|12200.18|12200.18|1104.00|122001.80|122001.80|1104.00|1104.00
1105|12222.28|12222.28|1105.00|122222.80|122222.80|1105.00|1105.00
1106|12244.40|12244.40|1106.00|122444.00|122444.00|1106.00|1106.00
1107|12266.54|12266.54|1107.00|122665.40|122665.40|1107.00|1107.00
1108|12288.70|12288.70|1108.00|122887.00|122887.00|1108.00|1108.00
1109|12310.88|12310.88|1109.00|123108.80|123108.80|1109.00|1109.00
1110|12333.08|12333.08|1110.00|123330.80|123330.80|1110.00|1110.00
1111|12355.30|12355.30|1111.00|123553.00|123553.00|1111.00|1111.00
1112|12377.54|12377.54|1112.00|123775.40|123775.40|1112.00|1112.00
1113|12399.80|12399.80|1113.00|123998.00|123998.00|1113.00|1113.00
1114|12422.08|12422.08|1114.00|124220.80|124220.80|1114.00|1114.00
1115|12444.38|12444.38|1115.00|124443.80|124443.80|1115.00|1115.00
1116|12466.70|12466.70|1116.00|124667.00|124667.00|1116.00|1116.00
1117|12489.04|12489.04|1117.00|124890.40|124890.40|1117.00|1117.00
1118|12511.40|12511.40|1118.00|125114.00|125114.00|1118.00|1118.00
1119|12533.78|12533.78|1119.00|125337.80|125337.80|1119.00|1119.00
1120|12556.18|12556.18|1120.00|125561.80|125561.80|1120.00|1120.00
1121|12578.60|12578.60|1121.00|125786.00|125786.00|1121.00|1121.00
1122|12601.04|12601.04|1122.00|126010.40|126010.40|1122.00|1122.00
1123|12623.50|12623.50|1123.00|126235.00|126235.00|1123.00|1123.00
1124|12645.98|12645.98|1124.00|126459.80|126459.80|1124.00|1124.00
1125|12668.48|12668.48|1125.00|126684.80|126684.80|1125.00|1125.00
1126|12691.00|12691.00|1126.00|126910.00|126910.00|1126.00|1126.00
1127|12713.54|12713.54|1127.00|127135.40|127135.40|1127.00|1127.00
1128|12736.10|12736.10|1128.00|127361.00|127361.00|1128.00|1128.00
1129|12758.68|12758.68|1129.00|127586.80|127586.80|1129.00|1129.00
1130|12781.28|12781.28|1130.00|127812.80|127812.80|1130.00|1130.00
1131|12803.90|12803.90|1131.00|128039.00|128039.00|1131.00|1131.00
1132|12826.54|12826.54|1132.00|128265.40|128265.40|1132.00|1132.00
1133|12849.20|12849.20|1133.00|128492.00|128492.00|1133.00|1133.00
1134|12871.88|12871.88|1134.00|128718.80|128718.80|1134.00|1134.00
1135|12894.58|12894.58|1135.00|128945.80|128945.80|1135.00|1135.00
1136|12917.30|12917.30|1136.00|129173.00|129173.00|1136.00|1136.00
1137|12940.04|12940.04|1137.00|129400.40|129400.40|1137.00|1137.00
1138|12962.80|12962.80|1138.00|129628.00|129628.00|1138.00|1138.00
1139|12985.58|12985.58|1139.00|129855.80|129855.80|1139.00|1139.00
1140|13008.38|13008.38|1140.00|130083.80|130083.80|1140.00|1140.00
1141|13031.20|13031.20|1141.00|130312.00|130312.00|1141.00|1141.00
1142|13054.04|13054.04|1142.00|130540.40|130540.40|1142.00|1142.00
1143|13076.90|13076.90|1143.00|130769.00|130769.00|1143.00|1143.00
1144|13099.78|13099.78|1144.00|130997.80|130997.80|1144.00|1144.00
1145|13122.68|13122.68|1145.00|131226.80|131226.80|1145.00|1145.00
1146|13145.60|13145.60|1146.00|131456.00|131456.00|1146.00|1146.00
1147|13168.54|13168.54|1147.00|131685.40|131685.40|1147.00|1147.00
1148|13191.50|13191.50|1148.00|131915.00|131915.00|1148.00|1148.00
1149|13214.48|13214.48|1149.00|132144.80|132144.80|1149.00|1149.00
1150|13237.48|13237.48|1150.00|132374.80|132374.80|1150.00|1150.00
1151|13260.50|13260.50|1151.00|132605.00|132605.00|1151.00|1151.00
1152|13283.54|13283.54|1152.00|132835.40|132835.40|1152.00|1152.00
1153|13306.60|13306.60|1153.00|133066.00|133066.00|1153.00|1153.00
1154|13329.68|13329.68|1154.00|133296.80|133296.80|1154.00|1154.00
1155|13352.78|13352.78|1155.00|133527.80|133527.80|1155.00|1155.00
1156|13375.90|13375.90|1156.00|133759.00|133759.00|1156.00|1156.00
1157|13399.04|13399.04|1157.00|133990.40|133990.40|1157.00|1157.00
1158|13422.20|13422.20|1158.00|134222.00|134222.00|1158.00|1158.00
1159|13445.38|13445.38|1159.00|134453.80|134453.80|1159.00|1159.00
1160|13468.58|13468.58|1160.00|134685.80|134685.80|1160.00|1160.00
1161|13491.80|13491.80|1161.00|134918.00|134918.00|1161.00|1161.00
1162|13515.04|13515.04|1162.00|135150.40|135150.40|1162.00|1162.00
1163|13538.30|13538.30|1163.00|135383.00|135383.00|1163.00|1163.00
1164|13561.58|13561.58|1164.00|135615.80|135615.80|1164.00|1164.00
1165|13584.88|13584.88|1165.00|135848.80|135848.80|1165.00|1165.00
1166|13608.20|13608.20|1166.00|136082.00|136082.00|1166.00|1166.00
1167|13631.54|13631.54|1167.00|136315.40|136315.40|1167.00|1167.00
1168|13654.90|13654.90|1168.00|136549.00|136549.00|1168.00|1168.00
1169|13678.28|13678.28|1169.00|136782.80|136782.80|1169.00|1169.00
1170|13701.68|13701.68|1170.00|137016.80|137016.80|1170.00|1170.00
1171|13725.10|13725.10|1171.00|137251.00|137251.00|1171.00|1171.00
1172|13748.54|13748.54|1172.00|137485.40|137485.40|1172.00|1172.00
1173|13772.00|13772.00|1173.00|137720.00|137720.00|1173.00|1173.00
1174|13795.48|13795.48|1174.00|137954.80|137954.80|1174.00|1174.00
1175|13818.98|13818.98|1175.00|138189.80|138189.80|1175.00|1175.00
1176|13842.50|13842.50|1176.00|138425.00|138425.00|1176.00|1176.00
1177|13866.04|13866.04|1177.00|138660.40|138660.40|1177.00|1177.00
1178|13889.60|13889.60|1178.00|138896.00|138896.00|1178.00|1178.00
1179|13913.18|13913.18|1179.00|139131.80|139131.80|1179.00|1179.00
1180|13936.78|13936.78|1180.00|139367.80|139367.80|1180.00|1180.00
1181|13960.40|13960.40|1181.00|139604.00|139604.00|1181.00|1181.00
1182|13984.04|13984.04|1182.00|139840.40|139840.40|1182.00|1182.00
1183|14007.70|14007.70|1183.00|140077.00|140077.00|1183.00|1183.00
1184|14031.38|14031.38|1184.00|140313.80|140313.80|1184.00|1184.00
1185|14055.08|14055.08|1185.00|140550.80|140550.80|1185.00|1185.00
1186|14078.80|14078.80|1186.00|140788.00|140788.00|1186.00|1186.00
1187|14102.54|14102.54|1187.00|141025.40|141025.40|1187.00|1187.00
1188|14126.30|14126.30|1188.00|141263.00|141263.00|1188.00|1188.00
1189|14150.08|14150.08|1189.00|141500.80|141500.80|1189.00|1189.00
1190|14173.88|14173.88|1190.00|141738.80|141738.80|1190.00|1190.00
1191|14197.70|14197.70|1191.00|141977.00|141977.00|1191.00|1191.00
1192|14221.54|14221.54|1192.00|142215.40|142215.40|1192.00|1192.00
1193|14245.40|14245.40|1193.00|142454.00|142454.00|1193.00|1193.00
1194|14269.28|14269.28|1194.00|142692.80|142692.80|1194.00|1194.00
1195|14293.18|14293.18|1195.00|142931.80|142931.80|1195.00|1195.00
1196|14317.10|14317.10|1196.00|143171.00|143171.00|1196.00|1196.00
1197|14341.04|14341.04|1197.00|143410.40|143410.40|1197.00|1197.00
1198|14365.00|14365.00|1198.00|143650.00|143650.00|1198.00|1198.00
1199|14388.98|14388.98|1199.00|143889.80|143889.80|1199.00|1199.00
1200|14412.98|14412.98|1200.00|144129.80|144129.80|1200.00|1200.00
